cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,1,FC1,2.5219492353855797,0.20940517778797182,False,sleep/kolmogorov_complexity,sleep,fdr_bh,0.05,2026-08-13T23:07:28.278595,0.1801639672065587,0.20940517778797182,False,False,0.1801639672065587,0.20940517778797182,False,marker
2,1,C6,-2.4242135401802027,0.22095580883823235,False,sleep/kolmogorov_complexity,sleep,fdr_bh,0.05,2026-08-13T23:07:28.278595,0.22095580883823235,0.22095580883823235,False,False,0.1801639672065587,0.20940517778797182,False,marker
3,1,CP5,-2.3120207668080526,0.2599480103979204,False,sleep/kolmogorov_complexity,sleep,fdr_bh,0.05,2026-08-13T23:07:28.278595,0.2599480103979204,0.2599480103979204,False,False,0.1801639672065587,0.20940517778797182,False,marker
