cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,1,FC1,2.5219492353855797,0.1801639672065587
1,negative,1,C6,-2.4242135401802027,0.22095580883823235
2,negative,1,CP5,-2.3120207668080526,0.2599480103979204
