feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
kolmogorov_complexity_mean_frontal_left_trimmean,1,0.012133315911745227,0.001777433966904757,0.001847929707453947,0.0010093524899556928,0.007823296019865153,0.0022244861613161656
wsmi_beta_mean_posterior_mid_trimmean,2,0.010784866825936936,0.001537439916168962,0.0018572178342092806,0.0009692798939298982,0.006254049798053011,0.0012634818296555336
psd_relative_gamma_mean_central_right_trimmean,3,0.010065355914734841,0.0012734274625477375,0.0016440373125592967,0.0008475482170650785,0.0054781439047223565,0.00085788293702353
kolmogorov_complexity_mean_frontal_right_trimmean,4,0.008529778200484523,0.0011770438703668467,0.001777786452312092,0.0009102947640494055,0.005026887953700527,0.0007230485456947881
kolmogorov_complexity_mean_frontal_mid_trimmean,5,0.007972295188320093,0.0013387700397698614,0.0019969210567256077,0.0011347949748173177,0.00469936272355135,0.0006191345740293668
wsmi_beta_mean_central_right_trimmean,6,0.007006461107971029,0.00099574123866467,0.001975712815012651,0.0011476761719287293,0.004430065794558255,0.0005417083399769548
wsmi_beta_mean_posterior_left_trimmean,7,0.00643199387294767,0.0008334852144546331,0.0019083475500154235,0.0011370082188395434,0.004214233702279576,0.0004872339874350972
wsmi_gamma_mean_central_right_trimmean,8,0.005894942167109999,0.0008526504884714623,0.0019105736796217387,0.001083467154359254,0.004024884587586286,0.00042842305999887847
wsmi_beta_mean_frontal_left_trimmean,9,0.00588978886329379,0.0008018888576527696,0.001952588570530072,0.0011561844935712357,0.003858403734541184,0.00038484947454464787
PE_gamma_mean_central_right_trimmean,10,0.00587359224761651,0.0009827897464636723,0.0016444650251377893,0.0008117780007583333,0.0037305001616520822,0.00035306078258397054
psd_relative_beta_mean_frontal_mid_trimmean,11,0.005278850127334536,0.000822971318536566,0.0018346208330847094,0.0010532388828223467,0.003607228986769925,0.00033293107616805766
kolmogorov_complexity_mean_posterior_left_trimmean,12,0.005185467635190455,0.0008576580115935853,0.0018548683666064739,0.0011131211632747701,0.0035019282018205413,0.00031061193867477845
psd_relative_beta_mean_frontal_right_trimmean,13,0.005134388325106046,0.0008941349971597183,0.001740958341674447,0.0008607594783085421,0.0034049161552920856,0.0002882324907597823
PE_alpha_mean_central_mid_trimmean,14,0.005000445282948767,0.000712686930757722,0.001970014694591569,0.001182528569457783,0.0033176401904269942,0.00027722726548752466
PE_beta_mean_central_left_trimmean,15,0.004640162989094372,0.0009033230181809488,0.001644629328334388,0.000876593195882109,0.0032355661251828034,0.00026581798814498045
P1_mean_occipitoparietal_lateral_trimmean,16,0.00453406204071289,0.0006362873563187403,0.0020940572624494032,0.001127725355215221,0.003159552534851659,0.00025573548446792096
wsmi_gamma_mean_posterior_right_trimmean,17,0.00440685728487245,0.0007711040194919971,0.0020246131136849197,0.0012060107367288411,0.0030864153469752345,0.00023961435174121482
PE_beta_mean_central_right_trimmean,18,0.003812856039963664,0.0005925713665567585,0.0016198829423791138,0.0007555688766547779,0.003021986145633951,0.00022676476600144786
psd_relative_beta_mean_frontal_left_trimmean,19,0.0038119004466121028,0.0006497779688837796,0.001769882316098824,0.0010476012488893646,0.002957439085246473,0.00021685748266012288
psd_relative_gamma_mean_central_left_trimmean,20,0.003794948087423961,0.0005194044085661493,0.0017061021115468188,0.000834364251034683,0.002898695966769937,0.0002016943500921089
