Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls Low BDI,inclusion,47,50.06382978723404,18.81997580661841,2.7451756110229755,-5.436879432624113,16.92122018253482,2.4682136380594435
Controls Low BDI,exclusion,58,58.48275862068966,22.36086915684374,2.9361259646281432,1.0367816091954025,20.29746110901402,2.665187214333579
Controls High BDI,inclusion,66,59.54545454545455,21.63059216670957,2.662541840566156,3.615151515151515,21.070596178324507,2.5936110994133936
Controls High BDI,exclusion,86,54.325581395348834,23.095933872063032,2.490498599147784,0.11395348837209282,21.207577548914823,2.2868719000264646
Risk of Depression,inclusion,106,49.54716981132076,19.678914059988504,1.9113851013010423,-2.9647798742138356,19.76485300718241,1.9197322297445731
Risk of Depression,exclusion,106,47.84905660377358,17.69142512380083,1.7183431107699858,-5.10062893081761,17.078711635690507,1.6588311159022695
