cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,1,AF7,-2.7794927292278047,0.1241751649670066
1,negative,2,"FC1,FC3",-4.728719949950355,0.09838032393521295
2,negative,1,Oz,-2.338946587628551,0.20715856828634274
3,negative,1,T8,-2.851374911131439,0.12077584483103379
