subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
05,74.0,0.6599999999999999,0.7340992063492064,0.23682061589839534,0.615,0.5933333333333333,0.6199999999999999,0.5921212121212122,45.0,22.0,23.0
06,74.0,0.3675,0.5091468253968254,-0.16163977794943224,0.42000000000000004,0.4066666666666666,0.24,0.2920634920634921,43.0,21.0,22.0
08,74.0,0.5222222222222223,0.6966666666666667,0.1,0.5499999999999999,0.5666666666666667,0.5333333333333333,0.5466666666666666,29.0,15.0,14.0
10,74.0,0.9,0.9166666666666666,0.6,0.8,0.8,0.9,0.8333333333333333,18.0,11.0,7.0
12,74.0,0.8833333333333334,0.866388888888889,0.7921186973360885,0.8833333333333332,0.86,0.9333333333333332,0.8806349206349207,34.0,16.0,18.0
14,74.0,0.31666666666666665,0.611111111111111,-0.23094010767585033,0.3833333333333333,0.4666666666666667,0.5666666666666667,0.4933333333333333,20.0,11.0,9.0
15,74.0,0.9349999999999999,0.8666666666666666,0.613971811312089,0.805,0.6666666666666666,0.7,0.6533333333333333,32.0,9.0,23.0
19,74.0,0.8555555555555555,0.9,0.5674234614174767,0.75,0.85,0.6666666666666666,0.7180952380952381,26.0,13.0,13.0
22,74.0,0.5888888888888889,0.6777777777777778,0.3458470667634071,0.65,0.7,0.5666666666666667,0.5733333333333334,28.0,13.0,15.0
23,74.0,0.5,0.4666666666666666,0.0,0.5,0.06666666666666667,0.2,0.1,11.0,5.0,6.0
24,74.0,0.9333333333333332,0.9833333333333332,0.5333333333333334,0.7666666666666667,0.8933333333333333,0.9333333333333332,0.9111111111111111,23.0,16.0,7.0
25,74.0,0.6525000000000001,0.7289047619047618,0.09,0.545,0.52,0.52,0.5166666666666666,44.0,21.0,23.0
28,74.0,0.735,0.675,0.17649110640673518,0.575,0.3,0.2,0.2333333333333333,31.0,9.0,22.0
29,74.0,0.63,0.7388412698412699,0.2485798024376488,0.6,0.6178571428571429,0.65,0.6094017094017095,44.0,24.0,20.0
30,74.0,0.9199999999999999,0.89,0.6769777249585379,0.825,0.8476190476190476,0.8099999999999999,0.808946608946609,46.0,22.0,24.0
31,74.0,0.425,0.5123809523809524,0.049292769538344286,0.5166666666666666,0.36666666666666664,0.2333333333333333,0.26,33.0,13.0,20.0
32,74.0,0.77,0.8171428571428571,0.4904782257546453,0.73,0.7309523809523808,0.8099999999999999,0.7551948051948052,42.0,21.0,21.0
35,74.0,0.6333333333333333,0.8011111111111111,0.1811625956809534,0.5833333333333333,0.7,0.5333333333333333,0.5399999999999999,23.0,12.0,11.0
37,74.0,0.6900000000000001,0.7186507936507937,0.38373217175517044,0.68,0.672063492063492,0.8800000000000001,0.7501298701298701,45.0,24.0,21.0
38,74.0,0.3375,0.47904761904761906,-0.15118578920369088,0.45,0.3857142857142857,0.4666666666666666,0.41004329004329004,38.0,19.0,19.0
40,74.0,0.6666666666666667,0.75,0.4227760524333249,0.7,0.7,0.6666666666666666,0.64,26.0,11.0,15.0
41,74.0,0.17222222222222222,0.45436507936507936,-0.4117132459357357,0.31666666666666665,0.36666666666666664,0.4333333333333333,0.38555555555555554,32.0,16.0,16.0
42,74.0,0.5611111111111111,0.5677777777777778,-0.07277605243332491,0.4749999999999999,0.3,0.4333333333333333,0.3476190476190476,29.0,12.0,17.0
