marker,moderator,interaction_term,estimate,std_error,t_value,p_value,n_obs,n_subjects,converged,p_fdr,significant_fdr,marker_label,moderator_label
omission_rate,valence,onoff:valence,-0.0443478157727388,0.0244077437492671,-1.81695679159489,0.0692237296598916,2460,42,True,0.14536983228577235,False,Omission Rate,Valence
omission_rate,valence_sq,onoff:valence_sq,-0.140891096695326,0.0226597914654004,-6.2176696069977,5.04592619675672e-10,2460,42,True,3.532148337729704e-09,True,Omission Rate,Valence² (curvature)
omission_rate,selfother,onoff:selfother,-0.0101195945171315,0.0216499633627345,-0.467418551596723,0.640200452295773,2460,42,True,0.8043519161253561,False,Omission Rate,Self/Other
omission_rate,time,onoff:time,-0.0748814296523039,0.0212334122584939,-3.5265848343499,0.0004209562813833,2460,42,True,0.0012628688441499,True,Omission Rate,Time (probe dim.)
omission_rate,time_sq,onoff:time_sq,-0.103781509181901,0.0206312705239145,-5.03030140880582,4.8970938306032e-07,2460,42,True,2.57097426106668e-06,True,Omission Rate,Time² (curvature)
omission_rate,confidence,onoff:confidence,-0.0139212099521049,0.0233345517719734,-0.596592130337183,0.550779726668408,2460,42,True,0.7710916173357713,False,Omission Rate,Confidence
omission_rate,time_on_task,onoff:time_on_task,-0.163514560472677,0.0201295758984993,-8.12310012377691,4.54424134332662e-16,2460,42,True,9.542906820985903e-15,True,Omission Rate,Time on Task
commission_rate,valence,onoff:valence,-0.0178491089553178,0.0478286635659573,-0.373188536424466,0.709008127513893,2460,42,True,0.8043519161253561,False,Commission Rate,Valence
commission_rate,valence_sq,onoff:valence_sq,0.0137992457596452,0.0396388673347733,0.348124118762086,0.727746971732465,2460,42,True,0.8043519161253561,False,Commission Rate,Valence² (curvature)
commission_rate,selfother,onoff:selfother,0.0655030523538216,0.0429445800915401,1.52529264960086,0.127186120317633,2460,42,True,0.2428098660609357,False,Commission Rate,Self/Other
commission_rate,time,onoff:time,-0.0160265556191811,0.0441099343622147,-0.363332112162691,0.716356807968467,2460,42,True,0.8043519161253561,False,Commission Rate,Time (probe dim.)
commission_rate,time_sq,onoff:time_sq,0.0496526680943128,0.0407214440274402,1.21932483683178,0.222720925434303,2460,42,True,0.38976161951003024,False,Commission Rate,Time² (curvature)
commission_rate,confidence,onoff:confidence,-0.0367188480897672,0.0468419146955319,-0.783888710110086,0.433105414920672,2460,42,True,0.6496581223810081,False,Commission Rate,Confidence
commission_rate,time_on_task,onoff:time_on_task,0.0085025285678656,0.0369404495616622,0.230168519028795,0.817960823334612,2460,42,True,0.8588588645013426,False,Commission Rate,Time on Task
total_errors,valence,onoff:valence,-0.0423805985820578,0.021283195459655,-1.99127046793305,0.046451160345952,2460,42,True,0.10838604080722135,False,Total Errors,Valence
total_errors,valence_sq,onoff:valence_sq,-0.0952787252811917,0.0195035773920542,-4.88519225811407,1.03327977936606e-06,2460,42,True,4.339775073337452e-06,True,Total Errors,Valence² (curvature)
total_errors,selfother,onoff:selfother,0.0015572572187112,0.0189274498716166,0.0822750676543311,0.93442798031889,2460,42,True,0.93442798031889,False,Total Errors,Self/Other
total_errors,time,onoff:time,-0.0630605114803902,0.018715945334406,-3.36934685123622,0.000753465491128,2460,42,True,0.001977846914211,True,Total Errors,Time (probe dim.)
total_errors,time_sq,onoff:time_sq,-0.0744270039477496,0.0180887283332406,-4.11455148071296,3.87932976612619e-05,2460,42,True,0.00013577654181441668,True,Total Errors,Time² (curvature)
total_errors,confidence,onoff:confidence,-0.0168728028408198,0.020388125474364,-0.827579899978328,0.407908455321678,2460,42,True,0.6496581223810081,False,Total Errors,Confidence
total_errors,time_on_task,onoff:time_on_task,-0.114726175298974,0.0171690461797545,-6.68215194355165,2.3545870172010298e-11,2460,42,True,2.4723163680610816e-10,True,Total Errors,Time on Task
