channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,-0.09338335984944064,0.2418855249822425,-0.3860642750586096,-0.3860642750586096,0.699449067036944,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,-0.05283042518994137,0.24792582781749836,-0.21308963916752788,-0.21308963916752788,0.8312570458127309,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,-0.09175284576756573,0.20425311553021744,-0.4492114870776192,-0.4492114870776192,0.6532791017377382,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,-0.09948952886713938,0.2295515350565257,-0.43340824901319297,-0.43340824901319297,0.6647182087902617,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.04500422297402504,0.24750589966597225,-0.1818309100298684,-0.1818309100298684,0.8557154261702403,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.10142083787829388,0.1992701870109562,0.5089614226774304,0.5089614226774304,0.61077926479929,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,0.04951198177775886,0.20387490127709026,0.24285471859268337,0.24285471859268337,0.8081179448435464,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,0.13464184624856215,0.18316175987435837,0.7350980157698914,0.7350980157698914,0.46227980268839575,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,0.0883799182784775,,,,,,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,0.13819041179871547,0.16318563098720384,0.8468295337201082,0.8468295337201082,0.3970901439615204,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,0.00883631109817652,0.14746996416750446,0.059919395437973755,0.059919395437973755,0.9522198323230071,0.9645395462853804,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.21225978939284398,0.23538500957093578,0.901755765075079,0.901755765075079,0.3671866226443179,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,0.15438755186092726,0.20863062499289142,0.7400042628745787,0.7400042628745787,0.45929740771273064,0.9640189425252136,False,False,nm,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.2035439031273915,0.16645607274575397,1.222808515002548,1.222808515002548,0.221402028589755,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.12012012244546236,0.16795392961672936,0.7151968561829801,0.7151968561829801,0.4744874113892451,0.9640189425252136,False,False,nm,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,,,,,,,False,False,,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,0.06282320371984364,0.14764954381517226,0.42548864084866894,0.42548864084866894,0.6704805005065053,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,0.29702223385663384,0.19843316536213834,1.4968376547064173,1.4968376547064173,0.13443550580836994,0.9640189425252136,False,False,nm,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,0.035345086975936406,0.2197326134849336,0.16085498832133954,0.16085498832133954,0.8722076146656694,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,0.1802858091431363,0.2433667768758553,0.7407987707175928,0.7407987707175928,0.4588154606450172,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,0.22233145955212255,0.2385808006653555,0.9318916649289604,0.9318916649289604,0.3513925155975648,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,0.009835236443658656,0.22122669648541604,0.04445772865530732,0.04445772865530732,0.9645395462853804,0.9645395462853804,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,0.09598709487883539,0.2061514663381855,0.4656144173205702,0.4656144173205702,0.641491521321679,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,0.10801054922196036,0.20012856722178599,0.5397058037309646,0.5397058037309646,0.5893999368843899,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,-0.047737728437569585,0.21147544599267235,-0.2257365067300707,-0.2257365067300707,0.8214063625790167,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,-0.01839419797604262,0.17547534767872383,-0.10482496954341634,-0.10482496954341634,0.9165146963698746,0.9645395462853804,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F8,-0.07647926369718427,0.19907735176768462,-0.38416858079583327,-0.38416858079583327,0.7008535037765367,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC1,0.08702519290939313,0.20785700645848137,0.4186781787737142,0.4186781787737142,0.6754513454127405,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC2,0.17654512519077173,0.21009881329511304,0.8402956800274236,0.8402956800274236,0.4007426229782597,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC3,0.0641688473763578,0.2016586849237398,0.31820522582810745,0.31820522582810745,0.7503292689951518,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC4,0.16758271117889245,0.19817209208735617,0.8456423374943247,0.8456423374943247,0.39775229964164727,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC5,0.0904612077109968,0.16978725313199197,0.5327915143351345,0.5327915143351345,0.5941779085235055,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC6,0.028090748467043458,0.16485570072442415,0.17039597868684248,0.17039597868684248,0.8646987344413033,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FCz,0.09161206373217709,0.21937974094524287,0.4175958241971096,0.4175958241971096,0.6762426503813207,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT10,-0.050911895371880796,0.15605823173600683,-0.3262365259783605,-0.3262365259783605,0.7442454080466763,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT7,0.012881857266061019,0.14933845088481662,0.08625948099593371,0.08625948099593371,0.9312601478554039,0.9645395462853804,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT8,0.04300772083881385,0.16607815508363497,0.2589607333797493,0.2589607333797493,0.7956655374724931,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT9,-0.08275880892815415,0.13930809590368629,-0.594070347392956,-0.594070347392956,0.5524650627573195,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Fp1,-0.10851747655845922,0.24055109638162528,-0.4511202741986273,-0.4511202741986273,0.6519028662125361,0.9640189425252136,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Fp2,-0.02646007965554089,0.2688813077679884,-0.09840802945801161,-0.09840802945801161,0.9216082990441357,0.9645395462853804,False,True,lbfgs,p3a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
