channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,2.3336051268365315e-13,8.847085848841946e-13,0.26377105034444676,0.26377105034444676,0.791956343246226,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,1.574903277453402e-13,8.508662212112572e-13,0.18509411211687737,0.18509411211687737,0.8531552196666644,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,3.1454633667700377e-13,7.360613066489706e-13,0.42733714411510515,0.42733714411510515,0.6691337821044987,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,1.8189727089010545e-13,8.190689203515755e-13,0.22207810157419747,0.22207810157419747,0.8242530846445663,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,1.6429563703272302e-13,9.201545373262917e-13,0.17855222179322136,0.17855222179322136,0.8582893129660363,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,-7.728922452012291e-14,1.8090376850169902e-13,-0.42723943873727,-0.42723943873727,0.6692049383149128,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-2.7573898705377323e-13,3.294546452597057e-13,-0.8369558329839636,-0.8369558329839636,0.402617394768766,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-8.468095934814073e-14,1.9448865919580117e-13,-0.4354030702781919,-0.4354030702781919,0.6632698821785221,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-2.370575048525095e-13,4.1600280676403903e-13,-0.5698459265131134,-0.5698459265131134,0.5687822028119154,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-3.0960501512359514e-13,3.784869141584999e-13,-0.8180071847713634,-0.8180071847713634,0.41335308473054144,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-7.0174653549720065e-15,2.8567255631411225e-13,-0.024564716490498052,-0.024564716490498052,0.9804021629633212,0.999999999985111,False,False,nm,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,-7.627486337279734e-14,2.7076426618342975e-13,-0.2817021036340327,-0.2817021036340327,0.7781719413243999,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-2.4477141926604255e-13,3.7860772982100706e-13,-0.646504019824852,-0.646504019824852,0.5179529946451533,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,-2.2195425190574954e-13,3.174305420625735e-13,-0.6992214752353503,-0.6992214752353503,0.484413631741205,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,-3.3217862727835345e-13,5.280319519030176e-13,-0.6290881187799103,-0.6290881187799103,0.5292913683904977,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,-6.449581514278166e-13,8.616730137041841e-13,-0.7484952425923755,-0.7484952425923755,0.4541614935653201,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,-1.877474463344379e-13,4.390411502192373e-13,-0.42763063608202856,-0.42763063608202856,0.6689200576316893,0.999999999985111,False,False,nm,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,1.2107814934094892e-14,3.1410166851036344e-13,0.038547439087212004,0.038547439087212004,0.9692512086464476,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,-1.5198701869065533e-13,2.503401922433691e-13,-0.6071219220879267,-0.6071219220879267,0.5437700027931323,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,-2.130899893693397e-13,4.2594632640489924e-13,-0.5002742743854047,-0.5002742743854047,0.6168819656938587,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,-1.2464128813887244e-13,4.366173158476538e-13,-0.2854703274809256,-0.2854703274809256,0.7752838342534791,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,-4.563989133647489e-15,4.3863420479972264e-13,-0.010405000530524917,-0.010405000530524917,0.9916981605202603,0.999999999985111,False,False,nm,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,-5.3393074863242444e-14,4.608732875072353e-13,-0.11585196259048583,-0.11585196259048583,0.9077698675443311,0.999999999985111,False,True,lbfgs,a,mean ~ PC1,~1 + PC1,True,False,0.05,indep
