channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,0.0006212418755085345,0.0020576786730096106,0.3019139400419071,0.3019139400419071,0.7627176687359256,0.9934014998432197,False,False,nm,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,-0.00037746730136987023,0.002373752987607875,-0.1590170937500363,-0.1590170937500363,0.8736554063270293,0.9934014998432197,False,True,nm,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,0.0024304840723914233,0.0027040296551982764,0.8988378022108655,0.8988378022108655,0.3687390615073909,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,0.001788569163239675,0.0011721010338945133,1.52595135702324,1.52595135702324,0.12702197914165375,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.0010473508558062276,0.002991084817132405,-0.35015752472386846,-0.35015752472386846,0.7262204816440561,0.9934014998432197,False,False,nm,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,-0.00042796005668082444,0.0012370356521986133,-0.34595612173359813,-0.34595612173359813,0.7293756906498021,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-1.7959774939358457e-05,0.0007913871639602239,-0.02269404377180565,-0.02269404377180565,0.9818943269951101,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-4.590589644525725e-05,0.0007549531493555925,-0.060806285111124146,-0.060806285111124146,0.9515134847912327,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,5.967729782714046e-06,0.0007147799489666544,0.008349044753341911,0.008349044753341911,0.9933385034856009,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-0.0006408061878500118,0.001328316453554425,-0.4824198225771326,-0.4824198225771326,0.6295077423256519,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,0.0003910505666690809,0.0007948426719885361,0.4919848675093792,0.4919848675093792,0.6227300411957248,0.9934014998432197,False,False,nm,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.0001767916783526063,0.0015296544011190298,0.11557622311502067,0.11557622311502067,0.9079884078054659,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-1.1354943121402818e-05,0.0013730136116454697,-0.00827008780182058,-0.00827008780182058,0.9934014998432197,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.000411878566223662,0.0009791785301273685,0.42063684358978554,0.42063684358978554,0.6740202855576856,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.0004392751746192935,0.001186567475472035,0.37020665381422413,0.37020665381422413,0.7112285192241905,0.9934014998432197,False,False,nm,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,0.00034616613331512903,0.0007221261233610343,0.47937073887307596,0.47937073887307596,0.6316749061832343,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,-0.00023231281289216293,0.0011405536872237622,-0.20368424169285607,-0.20368424169285607,0.8386002573566236,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,-3.591089163717327e-05,0.0014303003647170042,-0.025107237978142103,-0.025107237978142103,0.9799694269316811,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,0.0004673094604635776,0.0009795873027480513,0.4770472822101993,0.4770472822101993,0.6333284529932421,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,-0.002081477842736429,0.002797916361532138,-0.7439385506136474,-0.7439385506136474,0.456913651624106,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,-0.0023933622079176696,0.002995788058836784,-0.7989090552844293,-0.7989090552844293,0.4243431478823788,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,-0.0023223364052346526,0.003960047581511064,-0.5864415407727253,-0.5864415407727253,0.5575788355853823,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,-0.0013188451177179805,0.002283445343643193,-0.5775680689662527,-0.5775680689662527,0.5635557700856328,0.9934014998432197,False,True,lbfgs,d_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
