channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,-0.0002486847035207724,0.0008685403813183651,-0.2863248605013525,-0.2863248605013525,0.7746293188975961,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,-0.00020772191204683054,0.000938774182237878,-0.22126930626879496,-0.22126930626879496,0.8248827477160926,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,0.00018985952029116563,0.0007941242105922273,0.23908038284033137,0.23908038284033137,0.811043252964349,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,1.6551792150144518e-06,0.0008951288474580729,0.0018490960488143345,0.0018490960488143345,0.9985246356519597,0.9985246356519597,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.00020358804241419343,0.0009550319178618427,-0.21317407157448007,-0.21317407157448007,0.8311911913399463,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.0003065595396183127,0.0006936244106526006,0.441967633938783,0.441967633938783,0.6585126271876209,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,0.0002081277208499521,0.0007209291134498637,0.288693738353828,0.288693738353828,0.7728157548480894,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-5.363332271550865e-05,0.0004954234065738503,-0.1082575469867587,-0.1082575469867587,0.9137913972356151,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-5.8515969974525685e-05,0.00043396566179138495,-0.13484009249251466,-0.13484009249251466,0.8927383060647822,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-0.00020279373776595726,0.0005044125551430995,-0.40203943319457147,-0.40203943319457147,0.6876550056526216,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-0.0006286565670724104,0.0005250444671305359,-1.1973396663108054,-1.1973396663108054,0.231174189579339,0.9811758041180381,False,True,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.0005345975026781715,0.0005977078775583397,0.8944126767444046,0.8944126767444046,0.3711011323487,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,0.0006568389360379281,0.0005810682992080416,1.130398848006606,1.130398848006606,0.2583081993269951,0.9811758041180381,False,False,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.0002492758933187894,0.0005148039744984204,0.4842151686215357,0.4842151686215357,0.6282331728831729,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.00037840574248602335,0.0005744884030321124,0.6586829960166689,0.6586829960166689,0.5100993543351373,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,-0.00037000930044700265,0.0006184321001630438,-0.5983022232342939,-0.5983022232342939,0.5496382934301414,0.9811758041180381,False,True,nm,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,-0.00015036645622168318,0.0006028638115998904,-0.24942027258633767,-0.24942027258633767,0.8030357053134363,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,0.0006250848039964247,0.0006294355934451032,0.9930877924699726,0.9930877924699726,0.32066717252444954,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,0.0007006333036576167,0.0008484273982475062,0.825802308016962,0.825802308016962,0.40891624463442333,0.9811758041180381,False,True,lbfgs,t_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
