channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,0.14400185919611044,0.21656712317299479,0.6649294550635976,0.6649294550635976,0.5060956150558045,0.6881625889118265,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,0.24604480725546296,0.202568702043695,1.2146240005150941,1.2146240005150941,0.224509530735864,0.6692910302463948,False,False,nm,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,0.07112059344995209,0.16804399429886047,0.42322603522186314,0.42322603522186314,0.6721303531528369,0.7943358719078981,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,0.17538073434806245,0.18308114524162517,0.957939902094233,0.957939902094233,0.3380930640958705,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,0.17299022927362392,0.23055350495458568,0.7503257402558224,0.7503257402558224,0.45305854355140573,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.20285415807123006,0.2302102700811535,0.8811690199560607,0.8811690199560607,0.37822634455406745,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,0.27482842113555134,0.19856265372427923,1.3840891828388509,1.3840891828388509,0.1663311487087048,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,0.163805579049521,0.18907964003830746,0.8663311344168735,0.8663311344168735,0.3863085971658211,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,0.22850731889036133,0.1722481826001109,1.326616719207197,1.326616719207197,0.18463550235381676,0.6692910302463948,False,True,nm,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,0.12152623127494577,0.15640547717094705,0.7769947285293648,0.7769947285293648,0.43716188043271775,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,0.1358112488535241,0.12794139474441454,1.0615113984401294,1.0615113984401294,0.28845755559142183,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.18458800309793316,0.20860567838640426,0.884865668690079,0.884865668690079,0.3762290862973914,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,0.36219812820275016,0.18601893353651963,1.9471035626147306,1.9471035626147306,0.051522319989435794,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.15919497983974976,0.1874582933572453,0.8492287910482934,0.8492287910482934,0.3957539956337356,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.2441684130915809,0.1890181012140406,1.2917726478221738,1.2917726478221738,0.19643589029892694,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,0.045654211470128624,0.15712423404214612,0.29056123486261576,0.29056123486261576,0.7713869115388527,0.8195554026365959,False,False,nm,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,0.15014379449071455,0.13188112223722073,1.1384782897179468,1.1384782897179468,0.2549208192987015,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,0.3333063285155556,0.21215656787193224,1.5710394066930564,1.5710394066930564,0.11617349568859262,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,0.27976354343185866,0.2385151553502143,1.1729382270115243,1.1729382270115243,0.2408205785007499,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,0.25262581718497373,0.2360740958359326,1.0701123996278874,1.0701123996278874,0.2845687184482739,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,0.3571178821553024,0.23168448488134352,1.541397484333917,1.541397484333917,0.1232200759284611,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,0.20072209855963064,0.21685369537620225,0.9256106897851744,0.9256106897851744,0.3546483360168655,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,0.3608531991877325,0.22275081458972393,1.6199859913077042,1.6199859913077042,0.10523528617996411,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,0.13093993645558746,0.19355549769759642,0.6764981517609121,0.6764981517609121,0.49872441910166443,0.6881625889118265,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,0.2617540169311211,0.18670690473317228,1.4019514559742747,1.4019514559742747,0.1609297432614435,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,0.12600263788916005,0.16301623656946634,0.7729453245932737,0.7729453245932737,0.4395547392223855,0.6692910302463948,False,True,lbfgs,p1,mean ~ PC1,~1 + PC1,True,False,0.05,indep
