channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,1.0301093311682052e-11,0.00011601442813877686,8.87914846191359e-08,8.87914846191359e-08,0.9999999291546453,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,3.319222050117711e-14,2.6974739083654164e-13,0.12304927361203112,0.12304927361203112,0.9020680797047943,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,3.8444255556166157e-13,2.4393543781203825e-13,1.5760012526670666,1.5760012526670666,0.11502551452337076,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,5.800773529527206e-14,2.0465173475036461e-13,0.2834460961986481,0.2834460961986481,0.7768348968901748,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,1.9656665076920257e-13,2.991272846139873e-13,0.6571338051721513,0.6571338051721513,0.5110948839747586,0.9999999977437002,False,True,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,2.7249792832966315e-13,2.1226471142039585e-13,1.2837646281673916,1.2837646281673916,0.19922432352495434,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,4.599437343348951e-14,1.3306786243684557e-13,0.345645992888167,0.345645992888167,0.7296087766068169,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,8.292215726641602e-14,1.764191580081362e-13,0.4700292088605919,0.4700292088605919,0.6383341494189068,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,5.989494207044136e-15,3.7316096047274884e-13,0.016050698871222183,0.016050698871222183,0.987193945042761,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-1.6595656279525248e-13,1.454454148209694e-13,-1.1410229947745725,-1.1410229947745725,0.25386035405947094,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,8.957012198036733e-14,3.014851372879617e-13,0.2970963105714063,0.2970963105714063,0.7663929810151069,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,1.3430588102524886e-13,1.5895666958296361e-13,0.8449213321945648,0.8449213321945648,0.3981547631534482,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-1.615550935490935e-13,1.687251457327e-13,-0.9575045429507849,-0.9575045429507849,0.3383126545032682,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,-1.392959638348444e-13,3.9415551326561427e-13,-0.35340356571639625,-0.35340356571639625,0.7237859130202413,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,1.481215150533899e-11,5.0145114542488865e-05,2.953857347915395e-07,2.953857347915395e-07,0.9999997643162827,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,-2.0841879964353602e-14,2.3212504709342184e-13,-0.08978729450064692,-0.08978729450064692,0.928456244926757,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,4.4035608492976053e-13,1.668623309817411e-05,2.6390383158314292e-08,2.6390383158314292e-08,0.9999999789435208,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,-4.337313204873508e-14,2.5639018415106997e-13,-0.1691684578032785,-0.1691684578032785,0.8656641392055154,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,2.5470361025909475e-13,1.9312318438990713e-13,1.3188660443008202,1.3188660443008202,0.18721389981404768,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,1.0397863012605941e-13,2.4090647029899163e-13,0.4316141031704562,0.4316141031704562,0.6660219065204835,0.9999999977437002,False,False,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,-2.895192324424429e-14,2.2951136942086875e-13,-0.1261459217349421,-0.1261459217349421,0.8996164174908585,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,9.836537741809246e-14,2.4165165441572107e-13,0.4070544340196048,0.4070544340196048,0.6839680088718856,0.9999999977437002,False,True,nm,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,-2.1681331118032526e-15,2.0422360508800122e-13,-0.010616466744228663,-0.010616466744228663,0.9915294442132974,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,2.0109247537328006e-13,1.6932546000439738e-13,1.1876092075465656,1.1876092075465656,0.23498740858317524,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,4.608533067545375e-14,1.857070831346247e-13,0.24816140503399697,0.24816140503399697,0.8040095267652718,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,2.596908077487056e-13,1.4321053992832877e-13,1.8133498266166066,1.8133498266166066,0.06977788281125046,0.9999999977437002,False,True,lbfgs,b,mean ~ PC1,~1 + PC1,True,False,0.05,indep
