channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,-0.03543856241643859,0.1609645828042654,-0.2201637266971471,-0.2201637266971471,0.8257436454180074,0.9323979906237133,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,0.01575960320946979,0.15919726440487286,0.09899418352685842,0.09899418352685842,0.9211428882936248,0.9814838991455219,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,-0.08121569667059209,0.13373835686742677,-0.6072730260257364,-0.6072730260257364,0.5436697362380638,0.7838958987618594,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,-0.032157685563087984,0.14725061735727052,-0.2183874413583244,-0.2183874413583244,0.8271272497468425,0.9323979906237133,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.0039352587101436284,0.16956055372757664,-0.02320857430358588,-0.02320857430358588,0.9814838991455219,0.9814838991455219,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.19001366099373673,0.15750392395092758,1.2064058864523146,1.2064058864523146,0.22766102746675343,0.6305128987780634,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,0.1682261002502819,0.1542440800559836,1.090648666640713,1.090648666640713,0.2754275064256938,0.6305128987780634,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,0.1970758159064644,0.14406904099434772,1.3679262008428048,1.3679262008428048,0.17133517753563565,0.6248694710123183,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,0.1953141513467358,0.14702947602135688,1.3284013289849805,1.3284013289849805,0.18404556066328326,0.6305128987780634,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,0.191892751068862,0.12221720551011056,1.570096045543992,1.570096045543992,0.11639276844079773,0.6021421173621242,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,0.07153822758158072,0.1066991996132692,0.6704663937580669,0.6704663937580669,0.5025605226257708,0.7599695707999461,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.24990805160721455,0.15009549356262147,1.6649937028452502,1.6649937028452502,0.09591401215915206,0.6021421173621242,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,0.0039374893169486745,,,,,,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.24910049995164502,0.12974173963751037,1.9199719430895172,1.9199719430895172,0.0548614434591112,0.5669015824108158,False,False,nm,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.1987766784790481,0.13133870769006303,1.513466075424826,1.513466075424826,0.13016131208837525,0.6021421173621242,False,True,lbfgs,cnv,mean ~ PC1,~1 + PC1,True,False,0.05,indep
