channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,0.00017680676400224014,0.005764547045133236,0.030671406203807573,0.030671406203807573,0.9755315949734844,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,0.0004834479129634541,0.006309549000717545,0.07662162745839277,0.07662162745839277,0.9389245533057744,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,0.0020388522997731957,0.005361542229603843,0.3802734758882695,0.3802734758882695,0.7037424224282893,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,0.0010664442452198405,0.006384070000667656,0.16704770547758874,0.16704770547758874,0.8673325127026834,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,0.0009538556239774432,0.006204411315566185,0.15373829610302017,0.15373829610302017,0.8778160877995246,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,-0.000909439757998241,,,,,,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-0.002274341112987379,0.002630345247207153,-0.8646549784300096,-0.8646549784300096,0.3872281871030304,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-0.0008727973667663625,0.0015526651511426186,-0.5621285221247247,-0.5621285221247247,0.5740284567171597,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-0.0019765574703755054,0.0034013327663331453,-0.5811126420618824,-0.5811126420618824,0.561164538827237,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-0.0023301113609521555,0.002844414504854653,-0.8191883978144817,-0.8191883978144817,0.4126789333753563,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-0.00040481674795314805,0.002303286933724918,-0.1757561083796325,-0.1757561083796325,0.8604855532115112,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,-0.0007302294028301086,0.0022496197117523116,-0.32460126438939585,-0.32460126438939585,0.7454828701654066,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-0.0019051777094374839,0.0031195057422052385,-0.6107306307090421,-0.6107306307090421,0.5413779242135219,0.9967792514281202,False,True,lbfgs,alpha_beta_ratio,mean ~ PC1,~1 + PC1,True,False,0.05,indep
