channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,-0.0059013795573687,0.012729750321631695,-0.4635895762496199,-0.4635895762496199,0.6429418239149665,0.9247553545157079,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,-0.0067518966328558565,0.013089439590307823,-0.5158277851601341,-0.5158277851601341,0.6059746946896993,0.9160082594146618,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,-0.00959473134733276,0.011359282788297507,-0.8446599601532403,-0.8446599601532403,0.3983007210012939,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,-0.006741674689243454,0.010765847409866204,-0.6262093853443571,-0.6262093853443571,0.5311776120660976,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.013284095269563869,0.015251537315551705,-0.8710004109564959,-0.8710004109564959,0.3837539287027073,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.005982577027146758,0.008669345866832478,0.6900840177613786,0.6900840177613786,0.49014135319229346,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-0.002683997260952267,0.009799620929164003,-0.27388786569943746,-0.27388786569943746,0.7841707969299825,0.9247553545157079,False,False,nm,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,0.0026353712442673234,0.009212628505615867,0.28606073094783363,0.28606073094783363,0.7748316074595037,0.9247553545157079,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-0.015101296628313257,0.008723538954181742,-1.731097517604854,-1.731097517604854,0.08343437305172477,0.8632599279489954,False,False,nm,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,0.014793139389723447,0.009889225432815032,1.4958845351665204,1.4958845351665204,0.13468374698553764,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-0.014861747674289544,0.008551525684838747,-1.7379059856697123,-1.7379059856697123,0.08222738082182704,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.0013867373767359752,0.009206450053520906,0.15062672025311566,0.15062672025311566,0.8802701821603588,0.9692830980942749,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,0.011851650280546314,0.018781250490789398,0.6310362713259449,0.6310362713259449,0.5280168085722838,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,0.005624478964956688,0.009442135618234862,0.5956786888439274,0.5956786888439274,0.5513898976640662,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.00544034683306886,0.008343736815726425,0.6520276170282356,0.6520276170282356,0.5143833566960563,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,0.010736837612187477,0.008980265081430175,1.1956036391831715,1.1956036391831715,0.23185127064975408,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,0.006683495758803471,0.008422139343385381,0.7935627144488634,0.7935627144488634,0.42745004584954494,0.8741547158088855,False,False,nm,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,0.01002649977422869,0.0121041140317983,0.8283547022019471,0.8283547022019471,0.40746965190485773,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,-0.00025380717428794995,0.009483825747452641,-0.026762108567433628,-0.026762108567433628,0.978649475368091,0.978649475368091,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,-0.003501722657998521,0.009757562137243707,-0.35887269880995903,-0.35887269880995903,0.7196903242100536,0.9247553545157079,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,-0.006627828387367249,0.011087368399985404,-0.5977819215762664,-0.5977819215762664,0.5499854549806023,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,-0.01752361814232424,0.016058509762707895,-1.091235637756295,-1.091235637756295,0.27516921025572905,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,-0.004008867440770133,0.011516795467608539,-0.3480887936271195,-0.3480887936271195,0.7277735000923252,0.9247553545157079,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,0.001352239126371303,0.01046565019836515,0.1292073689394413,0.1292073689394413,0.8971935655188081,0.9692830980942749,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,-0.010728503978558441,0.010362057218211939,-1.0353642865146941,-1.0353642865146941,0.3004988176948956,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,-0.013967795748186773,0.011863777361574505,-1.1773481010716667,-1.1773481010716667,0.2390565954320295,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F8,-0.014062085239099143,0.010628026315781034,-1.3231135133923262,-1.3231135133923262,0.1857976314398,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC1,-0.003269965322726556,0.010431642216404313,-0.31346601569447635,-0.31346601569447635,0.753926636101517,0.9247553545157079,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC2,-0.018663349887402748,0.01264742207300545,-1.4756643511753784,-1.4756643511753784,0.14003402049410132,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC3,0.00665775321358348,0.00972378444434713,0.684687453911417,0.684687453911417,0.4935411676514282,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC4,-0.018782424685397852,0.009899465679166611,-1.897317016303758,-1.897317016303758,0.05778611048241444,0.8632599279489954,False,False,nm,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC5,-0.0007536427277807678,0.010598976112774631,-0.07110523882325054,-0.07110523882325054,0.9433139987489902,0.9692830980942749,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC6,-0.01796059336272404,0.009951691592326613,-1.8047779310778478,-1.8047779310778478,0.071109439150088,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FCz,-0.00877287487481634,0.010871775973533965,-0.806940365233137,-0.806940365233137,0.4197008415657332,0.8741547158088855,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT10,-0.015495711744732266,0.009762351165555442,-1.5872930077956908,-1.5872930077956908,0.11244629813519899,0.8632599279489954,False,True,lbfgs,skew,mean ~ PC1,~1 + PC1,True,False,0.05,indep
