channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,-0.0008587190267382448,0.0021112141768623513,-0.4067417868586207,-0.4067417868586207,0.6841976461198958,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,-0.0006026836294604967,0.0021021698644890932,-0.2866959705023512,-0.2866959705023512,0.7743451232075591,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,1.0098510156144043e-05,0.0022177119968508573,0.0045535715054452015,0.0045535715054452015,0.9963667881550805,0.9963667881550805,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,-0.0005784582461573881,0.00216339372735681,-0.2673846368520891,-0.2673846368520891,0.7891730269815581,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,-0.0002435078856637359,0.0021373845734622035,-0.11392797004672589,-0.11392797004672589,0.9092948930269331,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,-0.00027880628002279254,0.0010291748180405761,-0.2709027418234016,-0.2709027418234016,0.7864658361859246,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-0.0012457535958362226,0.0013725259917583487,-0.9076357047638002,-0.9076357047638002,0.3640707236749525,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-0.0006591860186420452,0.0010727513231335137,-0.6144816645078176,-0.6144816645078176,0.5388970856915454,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-0.001272673321551514,0.0017504539033301354,-0.7270533197877007,-0.7270533197877007,0.4671932930937004,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-0.0012269992766490675,0.002231592814780072,-0.5498311647727683,-0.5498311647727683,0.5824351809603399,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-0.0007607359544853482,0.0011477724527391413,-0.6627933547889772,-0.6627933547889772,0.5074629101762713,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,-0.00046455623992745104,0.001449637675763181,-0.32046369082045223,-0.32046369082045223,0.7486168506917819,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-0.0010744965193885563,0.0018110273579794603,-0.5933077237371821,-0.5933077237371821,0.5529752306959921,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,-0.0012767614907286833,0.001503626435345196,-0.8491214710757397,-0.8491214710757397,0.3958137041233827,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,-0.0015997372591584195,0.002044938628413085,-0.7822910853808112,-0.7822910853808112,0.43404352469583063,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,-0.0015798250958104585,0.0018087657596776983,-0.8734271352482731,-0.8734271352482731,0.3824303059651011,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,-0.001838043281120864,0.0015842379744174762,-1.160206554066924,-1.160206554066924,0.24596471918109286,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,-0.0001656870961405197,0.0023754814460326262,-0.06974884877220972,-0.06974884877220972,0.9443935607273162,0.9941267559302086,False,True,lbfgs,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,-0.00046663231563166834,0.001183634576819688,-0.3942368065027843,-0.3942368065027843,0.6934062139066958,0.9941267559302086,False,False,nm,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,-0.0009538677524624386,0.0016455114745481802,-0.5796785784944762,-0.5796785784944762,0.5621313917691069,0.9941267559302086,False,True,nm,a_n,mean ~ PC1,~1 + PC1,True,False,0.05,indep
