channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,3.974067618038573e-13,2.922974451542413e-13,1.3595971103823754,1.3595971103823754,0.1739574530766368,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,1.8134482074095443e-13,3.1082867374042924e-13,0.5834237187924116,0.5834237187924116,0.5596080945404729,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,2.925462821968883e-13,2.5601862046631446e-13,1.1426758009399554,1.1426758009399554,0.25317322063479475,0.9796594336422122,False,False,nm,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,1.9656243486825904e-13,2.3206075048343163e-13,0.8470300749212346,0.8470300749212346,0.3969783582981711,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,2.642310454718501e-13,3.02115304878951e-13,0.8746033094143308,0.8746033094143308,0.3817897864770424,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,1.100537149826163e-14,2.3764590270120945e-14,0.4630995684406395,0.4630995684406395,0.6432929993350047,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,6.876625980888287e-15,2.8267750678770926e-14,0.24326753334684784,0.24326753334684784,0.8077981536571124,0.9796594336422122,False,False,nm,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,-4.766614436666303e-14,1.0261052297853928e-13,-0.4645346596336155,-0.4645346596336155,0.6422647334067304,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,3.176670204321097e-14,9.034933251159704e-14,0.35159863565271454,0.35159863565271454,0.7251392885453403,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-6.38217478766277e-14,1.0632699656646023e-13,-0.6002402958569002,-0.6002402958569002,0.548346102062802,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,2.529026144483765e-13,3.2834006552893313e-13,0.7702459766552335,0.7702459766552335,0.44115399573220937,0.9796594336422122,False,False,nm,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,1.98109097490201e-14,2.6103852190915965e-14,0.7589266750412499,0.7589266750412499,0.44789642092308724,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-8.114840613074785e-14,1.2949287378345272e-13,-0.6266631032256651,-0.6266631032256651,0.5308800945633132,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,-1.6171691765639936e-13,2.406687506906423e-13,-0.6719481328270643,-0.6719481328270643,0.501616716541829,0.9796594336422122,False,False,nm,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,-2.7545810527310418e-14,8.986715457961274e-14,-0.306516998965487,-0.306516998965487,0.7592110390029803,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,8.227676075293797e-14,7.83450660070069e-14,1.050184331270835,1.050184331270835,0.2936333720189598,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,2.367731890812668e-14,9.909554725327055e-14,0.23893423634476407,0.23893423634476407,0.8111565775241515,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,-6.716384784508164e-14,1.940907592353698e-13,-0.3460435113432343,-0.3460435113432343,0.7293100150739813,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,-5.3628866570158785e-15,9.007343465183004e-14,-0.059539049196309514,-0.059539049196309514,0.952522763866673,0.987458655328784,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,8.59370543814809e-14,8.486053663835391e-14,1.0126857286763897,1.0126857286763897,0.3112102966984869,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,-1.0032635323018593e-14,1.5117192253769153e-13,-0.0663657321717078,-0.0663657321717078,0.9470866517987091,0.987458655328784,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,4.627153073111491e-14,1.6335765133060746e-13,0.2832529138011992,0.2832529138011992,0.7769829690886052,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,-8.243111432091224e-14,3.027974271820704e-13,-0.2722318848216199,-0.2722318848216199,0.785443726767955,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,2.412611171953381e-13,1.5569899570215322e-13,1.5495354745695484,1.5495354745695484,0.12125305061396623,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,7.609633728034628e-14,1.9883435459162292e-13,0.3827122201122496,0.3827122201122496,0.7019331527275745,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,4.173274740039758e-13,2.274713977501738e-13,1.8346371373789871,1.8346371373789871,0.06655947223883368,0.9796594336422122,False,True,lbfgs,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F8,9.311594455180704e-14,1.0331883577594552e-13,0.9012484882595445,0.9012484882595445,0.3674562153829979,0.9796594336422122,False,False,nm,g,mean ~ PC1,~1 + PC1,True,False,0.05,indep
