channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,random_formula,z_scored_pc1,z_scored_markers,fdr_alpha,fdr_method
AF3,0.002834680239082232,0.0024857658207369008,1.140364959335508,1.140364959335508,0.25413428500932034,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF4,0.00011764978245707468,0.0029095181828581534,0.04043617364216019,0.04043617364216019,0.9677453914255566,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF7,0.02306675910949707,147639.4882569406,1.5623705677815293e-07,1.5623705677815293e-07,0.9999998753408645,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AF8,0.002152422360357961,0.002599199739136627,0.8281096400359477,0.8281096400359477,0.4076084105834472,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
AFz,0.006693840026855469,155737.3332566127,4.298160169357622e-08,4.298160169357622e-08,0.9999999657056436,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C1,0.0031686148849946983,0.0037354371348187836,0.8482581209731472,0.8482581209731472,0.3962942351238441,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C2,-0.00017858317105361475,,,,,,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C3,9.534974724013973e-05,0.0020151181705366176,0.04731719887908534,0.04731719887908534,0.962260420712017,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C4,-0.00811147689819336,151263.83305764582,-5.362469490709071e-08,-5.362469490709071e-08,0.9999999572136838,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C5,-0.001974239904889233,0.0027871844564208294,-0.7083276818443723,-0.7083276818443723,0.47874179048917365,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
C6,-0.00041614130351062324,0.002922931369325426,-0.1423712194811687,-0.1423712194811687,0.8867867943161915,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP1,0.003823995590209961,196463.62975532693,1.9464139978337526e-08,1.9464139978337526e-08,0.9999999844698633,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP2,-0.00025945777425982335,0.0023736842861730796,-0.10930593245748298,-0.10930593245748298,0.9129598413711992,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP3,-0.0008257100082663762,0.0025311992157294808,-0.3262129678040415,-0.3262129678040415,0.7442632306984471,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP4,0.004917144775390625,94998.2222934235,5.176038726496282e-08,5.176038726496282e-08,0.9999999587011862,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP5,0.0011478468044336882,0.0018003292958014086,0.6375760296244745,0.6375760296244745,0.5237497034354128,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CP6,-0.0018906152047151355,0.0047079346921244675,-0.4015805928399552,-0.4015805928399552,0.687992714908293,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
CPz,-0.0001863281404943251,,,,,,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
Cz,0.004316020421002779,0.002177817195027165,1.9818102414004235,1.9818102414004235,0.04750048279887518,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F1,0.001287906211393308,0.002417629480859087,0.5327144715887812,0.5327144715887812,0.5942312469056175,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F2,0.00019778113201169773,0.003739622214100365,0.052887997954969256,0.052887997954969256,0.9578211472576349,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F3,0.027587890625,,,,,,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F4,0.0391693115234375,248118.20958459895,1.5786552542441366e-07,1.5786552542441366e-07,0.9999998740415346,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F5,0.0019718919460147166,0.0034802308788527397,0.5665980260093411,0.5665980260093411,0.5709873164218189,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F6,-0.213897705078125,339333.8560000945,-6.303459006402988e-07,-6.303459006402988e-07,0.999999497056738,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F7,0.01845550537109375,141867.92324228727,1.3008934612776953e-07,1.3008934612776953e-07,0.9999998962037192,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
F8,0.0010503990160269777,0.0024716932882601177,0.42497142384781,0.42497142384781,0.6708575064171145,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC1,0.0037104387015218935,0.002608387054509496,1.4225031116862512,1.4225031116862512,0.15488024882857668,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC2,0.0009568337952408893,0.004200692150238771,0.227780032675449,0.227780032675449,0.8198172502982335,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC3,-0.0001665679758516122,,,,,,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC4,-0.055450439453125,293355.66911092424,-1.8902119608316813e-07,-1.8902119608316813e-07,0.999999849182906,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC5,-0.0009588740181652339,0.0033078715651262453,-0.28987643543186914,-0.28987643543186914,0.7719107697911703,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FC6,-0.0008174394020695895,0.0032651282656082892,-0.2503544533547755,-0.2503544533547755,0.8023132491621352,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FCz,0.534698486328125,648690.0398698759,8.242742349418267e-07,8.242742349418267e-07,0.9999993423243141,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT10,0.0006630741477518857,0.002551238273993216,0.2599028693286407,0.2599028693286407,0.794938697911589,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT7,0.01440286636352539,112867.51369978418,1.2760860845960968e-07,1.2760860845960968e-07,0.9999998981830615,0.9999999998715203,False,False,nm,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT8,8.17734627606141e-05,0.002084004824681724,0.03923861489768998,0.03923861489768998,0.9687001470935462,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
FT9,0.0014795455788375782,0.0022869211625194496,0.6469595905123359,0.6469595905123359,0.5176580969442356,0.9999999998715203,False,True,lbfgs,se,mean ~ PC1,~1 + PC1,True,False,0.05,indep
