marker,moderator,interaction_term,estimate,std_error,t_value,p_value,n_obs,n_subjects,converged,p_fdr,significant_fdr,marker_label,moderator_label
omission_rate,valence,onoff:valence,-0.0020806570758073344,0.0022214190271191377,-0.9366342191214814,0.3489467437540522,2460,42,True,0.5792250270988231,False,Omission Rate,Valence
omission_rate,valence_sq,onoff:valence_sq,-0.005705966357000081,0.0019103649897251498,-2.986846172165779,0.0028187151401368096,2460,42,True,0.026308007974610224,True,Omission Rate,Valence² (curvature)
omission_rate,selfother,onoff:selfother,-0.0006385133754133466,0.002063653272239951,-0.30940923264705467,0.7570102481039747,2460,42,True,0.8831786227879704,False,Omission Rate,Self/Other
omission_rate,time,onoff:time,-0.005936383214785296,0.0021665370727147015,-2.740033064537836,0.006143300380742609,2460,42,True,0.043003102665198266,True,Omission Rate,Time (probe dim.)
omission_rate,time_sq,onoff:time_sq,-0.006966081056263469,0.0019785613620659933,-3.520780901629232,0.0004302779832509886,2460,42,True,0.006023891765513841,True,Omission Rate,Time² (curvature)
omission_rate,confidence,onoff:confidence,0.0014253012846481017,0.0022177089517461147,0.6426908650595876,0.520424709618097,2460,42,True,0.6938996128241293,False,Omission Rate,Confidence
omission_rate,time_on_task,onoff:time_on_task,-0.007368945421738416,0.0017052460324416543,-4.321338552646975,1.5508550574791566e-05,2460,42,True,0.0004342394160941639,True,Omission Rate,Time on Task
commission_rate,valence,onoff:valence,0.0075195714100653975,0.006529127295455021,1.1516962481800337,0.24944591453545872,2460,42,True,0.5372681236148341,False,Commission Rate,Valence
commission_rate,valence_sq,onoff:valence_sq,-0.004548302832676691,0.0057037054551386315,-0.7974294725508652,0.42520164808602146,2460,42,True,0.6266129550741368,False,Commission Rate,Valence² (curvature)
commission_rate,selfother,onoff:selfother,0.010813823922346071,0.006043480594000141,1.7893370805363122,0.07356054572222805,2460,42,True,0.2942421828889122,False,Commission Rate,Self/Other
commission_rate,time,onoff:time,-0.0009860464223493378,0.006311146127579159,-0.15623888314681872,0.8758447287387751,2460,42,True,0.9545073770196479,False,Commission Rate,Time (probe dim.)
commission_rate,time_sq,onoff:time_sq,0.00015156805245347425,0.005839414311496676,0.025956036747566635,0.9792924042181489,2460,42,True,0.9792924042181489,False,Commission Rate,Time² (curvature)
commission_rate,confidence,onoff:confidence,0.0028051220121618147,0.00663899475964076,0.42252210066718016,0.6726439726849507,2460,42,True,0.8188709232686356,False,Commission Rate,Confidence
commission_rate,time_on_task,onoff:time_on_task,-0.0029615803937570544,0.0051872711515388165,-0.5709322507419907,0.5680455683653456,2460,42,True,0.7229670870104399,False,Commission Rate,Time on Task
total_errors,valence,onoff:valence,0.005807943936894828,0.006902462477900378,0.8414307148340362,0.4001066845362915,2460,42,True,0.6223881759453422,False,Total Errors,Valence
total_errors,valence_sq,onoff:valence_sq,-0.009464082220542265,0.005988071678887534,-1.5804891337407145,0.11399489343112353,2460,42,True,0.3989821270089324,False,Total Errors,Valence² (curvature)
total_errors,selfother,onoff:selfother,0.009072364377026328,0.006394058611567372,1.418874134280484,0.15593571446026375,2460,42,True,0.45176683456189115,False,Total Errors,Self/Other
total_errors,time,onoff:time,-0.006418202548871717,0.0067099151281137465,-0.9565251461945042,0.3388069862109764,2460,42,True,0.5792250270988231,False,Total Errors,Time (probe dim.)
total_errors,time_sq,onoff:time_sq,-0.005735998693878396,0.006158797677839466,-0.931350402127613,0.35167233788142827,2460,42,True,0.5792250270988231,False,Total Errors,Time² (curvature)
total_errors,confidence,onoff:confidence,0.004607293726413475,0.006970077463506656,0.6610104049109863,0.5086056408786535,2460,42,True,0.6938996128241293,False,Total Errors,Confidence
total_errors,time_on_task,onoff:time_on_task,-0.010193187587613194,0.005427890819239358,-1.877927896317123,0.06039102955767463,2460,42,True,0.2818248046024816,False,Total Errors,Time on Task
rtcv,valence,onoff:valence,-0.004297792943075592,0.003068621786538565,-1.4005613079882173,0.16134529805781828,2445,42,True,0.45176683456189115,False,RTCV (RT Variability),Valence
rtcv,valence_sq,onoff:valence_sq,0.0031920499662039855,0.0026473631954068936,1.2057469000634704,0.22791509532821053,2445,42,True,0.5318018890991579,False,RTCV (RT Variability),Valence² (curvature)
rtcv,selfother,onoff:selfother,-0.005400835146978059,0.002837273742402574,-1.9035298097125757,0.05697144777530758,2445,42,True,0.2818248046024816,False,RTCV (RT Variability),Self/Other
rtcv,time,onoff:time,-0.0003020004542958657,0.003022803142464853,-0.09990741707698789,0.9204178278403748,2445,42,True,0.9545073770196479,False,RTCV (RT Variability),Time (probe dim.)
rtcv,time_sq,onoff:time_sq,0.0033665890949954825,0.002771829832909387,1.2145727905171655,0.22452907181361514,2445,42,True,0.5318018890991579,False,RTCV (RT Variability),Time² (curvature)
rtcv,confidence,onoff:confidence,-0.00041767454350168754,0.003060111757828313,-0.13648996394762425,0.8914339579136095,2445,42,True,0.9545073770196479,False,RTCV (RT Variability),Confidence
rtcv,time_on_task,onoff:time_on_task,-0.0021985570588005767,0.002333510025321228,-0.9421673937303637,0.3461069447370303,2445,42,True,0.5792250270988231,False,RTCV (RT Variability),Time on Task
