predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.17098786483433362,0.017961476890745454,9.519699625726998,1.7368034405146642e-21,0.13578401701932405,0.2061917126493432,,
onoff,-0.049719468213288626,0.008628148363308755,-5.762472563026491,8.289052121351357e-09,-0.066630328258642,-0.03280860816793525,6.631241697081086e-08,True
valence,-0.03115516119750404,0.00936970120870876,-3.3250965536175876,0.0008838791959603925,-0.049519438112474626,-0.01279088428253346,0.00353551678384157,True
valence_sq,0.016210361217585737,0.00668833077456352,2.42367815886672,0.015364214996061257,0.0031014737827503545,0.02931924865242112,0.030728429992122514,True
selfother,-0.0023763998865135674,0.0073285627530108996,-0.3242654755923645,0.74573705520889,-0.016740118940856637,0.011987319167829504,0.8452680302480426,False
time,0.0016101399150965164,0.00825037649593889,0.1951595682801968,0.8452680302480426,-0.014560300875839479,0.01778058070603251,0.8452680302480426,False
time_sq,0.015041118681330054,0.006915525175095058,2.1749785158035095,0.029631726389969883,0.001486938403963689,0.02859529895869642,0.039508968519959844,True
confidence,-0.018484700242364472,0.007198256687675612,-2.567941245275787,0.010230449455153409,-0.03259302410168326,-0.0043763763830456884,0.027281198547075756,True
time_on_task,0.011348332237327242,0.005138026621643533,2.208694713554672,0.0271958823840555,0.0012779851072979107,0.021418679367356572,0.039508968519959844,True
subject Var,0.21236521428525695,0.05175473121908533,4.103300496070282,4.072976810681292e-05,0.11092780506629894,0.31380262350421495,,
