cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,7,"CP5, P3, P5, P7, PO7, T7, TP7",-18.734927710114476,0.1310737852429514,False,sleep/slowwaves_Density,sleep,fdr_bh,0.05,2026-08-13T23:39:01.153240,0.01879624075184963,0.1310737852429514,True,False,0.01879624075184963,0.1310737852429514,False,marker
2,2,"CP6, P6",-5.159475062538966,0.1310737852429514,False,sleep/slowwaves_Density,sleep,fdr_bh,0.05,2026-08-13T23:39:01.153240,0.07898420315936813,0.1310737852429514,False,False,0.01879624075184963,0.1310737852429514,False,marker
3,2,"O2, PO4",-5.510925951808512,0.1310737852429514,False,sleep/slowwaves_Density,sleep,fdr_bh,0.05,2026-08-13T23:39:01.153240,0.06898620275944811,0.1310737852429514,False,False,0.01879624075184963,0.1310737852429514,False,marker
