Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls High BDI,exclusion,210,75.8952380952381,17.21961928210236,1.1882666211566355,-3.557142857142857,16.53323186049899,1.1409013891552067
Controls High BDI,inclusion,196,78.31632653061224,17.049909805777233,1.2178507004126595,-1.3142857142857127,14.23161281860926,1.0165437727578044
Controls Low BDI,exclusion,225,88.13777777777777,14.167166657843449,0.9444777771895633,-0.22222222222222449,7.965725188441904,0.5310483458961269
Controls Low BDI,inclusion,213,88.93896713615024,12.328484920605376,0.8447338676877777,-1.4957746478873246,8.558961116602747,0.5864503524949046
Risk of Depression,exclusion,165,78.67878787878787,20.482290946674947,1.5945441875995567,0.9030303030303044,19.217039433336485,1.4960444908762804
Risk of Depression,inclusion,180,67.64444444444445,26.528917967313504,1.9773487981476179,-8.166666666666664,20.601901884687592,1.5355751026647495
