predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01
Intercept,57.96826141269219,4.630279387995128,12.519387396576075,5.848479287776619e-36,48.89308057386358,67.04344225152082,True,True
inclusion_exclusion[T.inclusion],3.354016381710345,1.0529601263373891,3.1853213600565655,0.0014459334399413743,1.2902524569323175,5.417780306488373,True,True
time_on_task,-0.05851663278216046,0.03359400369982534,-1.741877309564763,0.08152991514773168,-0.12435967013032345,0.007326404566002531,False,False
subject_id Var,2.545202200207358,0.5801453610416506,4.3871801295410675,1.1482968813090476e-05,1.4081381867677363,3.6822662136469795,True,True
