n_channels,observed_n_converged,observed_n_warnings,observed_n_failed,observed_n_insufficient,observed_n_nan_t,observed_convergence_rate,perm_n_converged_mean,perm_n_converged_std,perm_n_warnings_mean,perm_n_failed_mean,perm_n_nan_t_mean,perm_convergence_rate_mean,perm_convergence_rate_std,perm_n_degenerate,perm_degenerate_rate,perm_degenerate_threshold,nan_asymmetry_obs_minus_perm_mean
64,58,6,0,0,0,0.90625,58.1292,0.4277194744102236,5.8708,0.0,0.0,0.90826875,0.006683116787659744,0,0.0,0.5,0.0
