predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01
Intercept,-0.15537582847137998,0.28749489463181777,-0.5404472614039393,0.5888886221201316,-0.7188554676888805,0.40810381074612057,False,False
group_bdi3[T.Controls High BDI],0.080475247380253,0.3697908743672178,0.21762367045417597,0.8277223401270508,-0.6443015481910698,0.8052520429515758,False,False
group_bdi3[T.Risk of Depression],-0.3896620678959033,0.3533890477399489,-1.10264330597661,0.27018209604865073,-1.082291873997109,0.3029677382053023,False,False
inclusion_exclusion[T.inclusion],0.08791357921679203,0.3438779090247892,0.25565346569108804,0.7982184302195893,-0.586074737550736,0.76190189598432,False,False
group_bdi3[T.Controls High BDI]:inclusion_exclusion[T.inclusion],0.18766374008555237,0.4558531756122209,0.4116758424102581,0.6805770338283534,-0.7057920663526132,1.0811195465237178,False,False
group_bdi3[T.Risk of Depression]:inclusion_exclusion[T.inclusion],1.1006796648065627,0.4163513019137581,2.6436320956540555,0.008202175400052681,0.2846461081392343,1.916713221473891,True,True
probe_number,-0.005653548259529887,0.0247297536884375,-0.2286132054025765,0.819169559935002,-0.05412297483541395,0.04281587831635418,False,False
group_bdi3[T.Controls High BDI]:probe_number,0.03662860020772792,0.032797228056580016,1.1168199990724286,0.26407129603040536,-0.027652785575915502,0.10090998599137135,False,False
group_bdi3[T.Risk of Depression]:probe_number,0.024032121212705697,0.030599785763306953,0.7853689368480244,0.4322372879589046,-0.03594235681801742,0.08400659924342882,False,False
inclusion_exclusion[T.inclusion]:probe_number,-0.013116832963043949,0.03840165365698886,-0.3415694824031821,0.732674906812578,-0.08838269107752297,0.06214902515143508,False,False
group_bdi3[T.Controls High BDI]:inclusion_exclusion[T.inclusion]:probe_number,-0.009658029452021941,0.04981061869293769,-0.1938949907761593,0.8462581060506389,-0.10728504813783739,0.0879689892337935,False,False
group_bdi3[T.Risk of Depression]:inclusion_exclusion[T.inclusion]:probe_number,-0.07144279482649538,0.04597573528747406,-1.5539239205155189,0.1202025651376282,-0.1615535801526918,0.018667990499701054,False,False
subject_id Var,0.2284836498721525,0.09075728798896629,2.5175239910202047,0.011818292060250018,0.05060263407924895,0.406364665665056,True,False
