analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,PC1,Controls Low BDI,Controls High BDI,10,12,0.30957303340257336,-0.08324409588984309,0.818911161630652,0.5830312543231521,1.2718679459293296,0.22172065139608652,0.6651619541882595,False,False
overall,PC1,Controls Low BDI,Risk of Depression,10,11,0.30957303340257336,-0.27977603997247025,0.818911161630652,0.6719293211594962,1.7924526674473005,0.09037389404000523,0.2711216821200157,False,False
overall,PC1,Controls High BDI,Risk of Depression,12,11,-0.08324409588984309,-0.27977603997247025,0.5830312543231521,0.6719293211594962,0.7461778786714901,0.46426937668204826,1.0,False,False
