subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
2,0.7369999999999999,0.7416666666666666,0.50487,0.5033333333333333,0.01,1,*
4,0.7156666666666669,0.7166666666666666,0.505,0.5,0.006,1,**
6,0.4306333333333333,0.4275,0.49709999999999993,0.5083333333333332,0.738,0,
8,0.5292666666666667,0.535,0.49166666666666664,0.49,0.332,0,
13,0.6385,0.65,0.5011,0.5,0.206,0,
14,0.72455,0.725,0.49783999999999995,0.5016666666666667,0.002,1,**
18,0.6068,0.615,0.5000600000000001,0.5050000000000001,0.102,0,
24,0.7821833333333333,0.7825,0.4984266666666667,0.5,0.0,1,***
26,0.6801666666666667,0.68,0.49202,0.4933333333333333,0.012,1,*
27,0.3479166666666666,0.3458333333333333,0.5032666666666666,0.5,0.924,0,
34,0.5474333333333332,0.5433333333333333,0.5005533333333333,0.5033333333333333,0.296,0,
35,0.7073333333333331,0.71,0.4987733333333334,0.4966666666666667,0.006,1,**
40,0.7382333333333334,0.7366666666666667,0.49966666666666665,0.5016666666666667,0.004,1,**
43,0.46236666666666665,0.4666666666666667,0.49792666666666663,0.5066666666666666,0.666,0,
