subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.5311666666666666,0.5333333333333333,0.5002333333333333,0.5,0.394,0,
4,0.7301999999999998,0.7366666666666666,0.49826666666666664,0.5,0.0,1,***
5,0.451,0.4416666666666666,0.5056333333333334,0.5,0.708,0,
6,0.3926666666666665,0.39,0.49302666666666667,0.4933333333333333,0.874,0,
7,0.4781666666666667,0.4666666666666666,0.48560000000000003,0.4833333333333333,0.53,0,
8,0.5507666666666666,0.5566666666666666,0.4997466666666666,0.5033333333333333,0.288,0,
10,0.6058333333333334,0.6108333333333333,0.49945,0.5033333333333333,0.094,0,
12,0.5158999999999999,0.52,0.5096633333333332,0.515,0.498,0,
14,0.73905,0.7375,0.4985833333333333,0.5,0.02,1,*
18,0.6399999999999999,0.64,0.50392,0.5,0.062,0,
19,0.3128333333333333,0.3166666666666666,0.49,0.5,0.866,0,
20,0.5706666666666667,0.5666666666666667,0.5027,0.5,0.314,0,
21,0.46116666666666667,0.46249999999999997,0.50335,0.5083333333333333,0.63,0,
22,0.6582833333333333,0.6675,0.49727000000000005,0.5,0.04,1,*
24,0.6954166666666666,0.6916666666666667,0.5027666666666667,0.5,0.022,1,*
25,0.5374,0.5366666666666666,0.5073666666666666,0.5066666666666666,0.37,0,
26,0.4378,0.43,0.49304000000000003,0.495,0.708,0,
27,0.7736833333333333,0.7808333333333334,0.49539,0.495,0.0,1,***
28,0.6513999999999999,0.6533333333333333,0.49812666666666666,0.4966666666666667,0.03,1,*
29,0.4397,0.4441666666666666,0.49776,0.5,0.776,0,
30,0.6012500000000001,0.6,0.49389999999999995,0.495,0.136,0,
31,0.7084166666666667,0.7124999999999999,0.49661666666666665,0.5041666666666667,0.016,1,*
32,0.4491666666666667,0.4483333333333333,0.49845999999999996,0.5033333333333333,0.742,0,
34,0.5825,0.585,0.5014799999999999,0.5,0.176,0,
35,0.6002,0.595,0.49255999999999994,0.495,0.116,0,
37,0.6675833333333333,0.6675,0.5012099999999999,0.5,0.026,1,*
38,0.7214999999999999,0.7166666666666666,0.4995,0.5,0.032,1,*
40,0.40724999999999995,0.4041666666666667,0.5019,0.5083333333333333,0.834,0,
41,0.5313000000000001,0.5391666666666667,0.5026133333333334,0.5066666666666666,0.396,0,
42,0.6474499999999999,0.6441666666666667,0.49857000000000007,0.4933333333333333,0.064,0,
43,0.4876166666666667,0.4883333333333333,0.49367,0.495,0.534,0,
