subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
05,77.0,0.5786666666666667,0.6758571428571428,0.1450221830133595,0.5566666666666668,0.5476190476190476,0.64,0.5646464646464646,51.0,25.0,26.0
06,77.0,0.5800000000000001,0.7116428571428571,0.16492209278722897,0.5833333333333333,0.6533333333333333,0.6666666666666667,0.6563636363636365,47.0,27.0,20.0
08,77.0,0.8099999999999999,0.8795555555555555,0.4366417733400814,0.7016666666666665,0.800952380952381,0.72,0.7272150072150072,44.0,25.0,19.0
09,77.0,0.5833333333333334,0.7398809523809524,0.2285792004156606,0.6183333333333334,0.6799999999999999,0.77,0.7144444444444444,36.0,21.0,15.0
12,77.0,0.7875,0.7769444444444444,0.4525694344331798,0.7166666666666666,0.6699999999999999,0.75,0.6998412698412697,37.0,18.0,19.0
13,77.0,0.7333333333333335,0.6666666666666667,0.18213672050459184,0.6,0.3,0.4,0.3333333333333333,20.0,5.0,15.0
14,77.0,0.7116666666666667,0.7698809523809522,0.5491462417530653,0.7516666666666666,0.8333333333333333,0.6833333333333333,0.7247619047619047,42.0,19.0,23.0
18,77.0,0.6506666666666666,0.7063246753246754,0.4293893542115484,0.6900000000000001,0.8,0.58,0.6373626373626374,52.0,24.0,28.0
22,77.0,0.6706666666666667,0.7527929292929292,0.13502217069885697,0.5733333333333335,0.5917460317460318,0.7466666666666667,0.6564102564102564,52.0,27.0,25.0
32,77.0,0.46033333333333337,0.5400952380952381,0.05676883647599466,0.5283333333333333,0.5257142857142857,0.49000000000000005,0.4955555555555556,50.0,24.0,26.0
34,77.0,0.5800000000000001,0.7073318903318904,0.14375555843358448,0.57,0.5761904761904761,0.6200000000000001,0.5823776223776225,53.0,28.0,25.0
38,77.0,0.75,0.7552380952380953,0.3244653451025553,0.635,0.6742857142857142,0.7,0.6254545454545455,41.0,20.0,21.0
43,77.0,0.4503333333333333,0.5944232804232804,-0.015811388300841906,0.48,0.5116666666666667,0.62,0.5451048951048951,47.0,26.0,21.0
