Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,inclusion,104,62.5,20.746739128499673,2.034385147300746,0.7984584859584876,14.994627973816515,1.4703442430298972
Controls,exclusion,119,60.9327731092437,20.161521958136575,1.8482036876825079,-0.19385026737967814,16.980039722150693,1.5565576892774868
Risk of Depression,inclusion,98,54.275510204081634,14.593304927468637,1.474146410590876,5.3244765438643,15.320142961745557,1.5475681395710916
Risk of Depression,exclusion,104,40.72115384615385,18.260497303263932,1.7905890784086773,-9.546938318092165,15.89294774463957,1.5584317438159156
