subject,auc,minority_ratio,n_trials
03,0.5789473684210527,0.4722222222222222,36
04,0.576923076923077,0.3157894736842105,19
05,0.72,0.4444444444444444,45
06,0.5359848484848484,0.4782608695652174,46
08,0.6623376623376624,0.4883720930232558,43
09,0.5441176470588235,0.41379310344827586,29
10,0.5642857142857143,0.4166666666666667,24
12,0.5,0.4827586206896552,29
18,0.42261904761904767,0.4666666666666667,45
21,0.46153846153846156,0.23529411764705882,17
22,0.4063545150501673,0.46938775510204084,49
24,0.39115646258503406,0.4,35
25,0.4270833333333333,0.4,20
26,0.453781512605042,0.2916666666666667,24
27,0.42857142857142855,0.5,28
28,0.5614035087719298,0.24,25
29,0.46190476190476193,0.4827586206896552,29
30,0.5692307692307692,0.43478260869565216,23
31,0.5357142857142857,0.3,20
32,0.7309782608695652,0.41025641025641024,39
34,0.5895652173913043,0.4791666666666667,48
37,0.5619047619047618,0.3225806451612903,31
38,0.4888888888888888,0.375,24
39,0.3209876543209877,0.5,36
40,0.7619047619047619,0.27586206896551724,29
41,0.42857142857142855,0.2631578947368421,19
42,0.8117647058823529,0.22727272727272727,22
43,0.55,0.2777777777777778,36
