analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,selfother,Controls Low BDI,Controls High BDI,10,12,50.56752019987075,44.17444885361552,10.995223530085317,11.170694764206615,1.3481314609064834,0.19314862866400365,0.579445885992011,False,False
overall,selfother,Controls Low BDI,Risk of Depression,10,11,50.56752019987075,51.379096625749135,10.995223530085317,21.811291759382502,-0.10909832742152502,0.9145645112943733,1.0,False,False
overall,selfother,Controls High BDI,Risk of Depression,12,11,44.17444885361552,51.379096625749135,11.170694764206615,21.811291759382502,-0.9836477509724071,0.34128953635465153,1.0,False,False
