cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,1,AF7,-2.4407915844800403,0.20155968806238753
1,negative,1,FC6,-2.7861798541596285,0.1349730053989202
2,negative,1,FT7,-2.9147329805816513,0.1225754849030194
3,negative,8,"O1,O2,Oz,P8,PO4,PO8,T8,TP8",-21.75653621660703,0.007398520295940812
