Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,inclusion,104,77.5673076923077,18.93512912581275,1.856742171248429,0.8919375763125732,16.225596925681813,1.5910506796873591
Controls,exclusion,119,73.18487394957984,18.312247631883807,1.6786809881356308,0.630655292419999,15.455025574522473,1.416759871569732
Risk of Depression,inclusion,98,56.33673469387755,26.10286703751853,2.636787755805737,-10.174562682215747,23.80105653383966,2.404269782068915
Risk of Depression,exclusion,104,73.22115384615384,22.944829030486098,2.24992559543267,2.1768916980455453,21.988006256778167,2.1561014032367716
