n_channels,observed_n_converged,observed_n_warnings,observed_n_failed,observed_n_insufficient,observed_n_nan_t,observed_convergence_rate,perm_n_converged_mean,perm_n_converged_std,perm_n_warnings_mean,perm_n_failed_mean,perm_n_nan_t_mean,perm_convergence_rate_mean,perm_convergence_rate_std,perm_n_degenerate,perm_degenerate_rate,perm_degenerate_threshold,nan_asymmetry_obs_minus_perm_mean
64,60,4,0,0,0,0.9375,60.5744,0.6126497432804395,3.4256,0.0,0.0,0.946475,0.009572652238756868,0,0.0,0.5,0.0
