Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,exclusion,450,82.68444444444444,16.74977585935936,0.789592006233849,-1.7711111111111126,12.718886030854858,0.5995740374370881
Controls,inclusion,417,84.07673860911271,15.626003380437778,0.7652086777426748,-1.3482014388489205,11.513417599405452,0.5638144855753552
Risk of Depression,exclusion,165,78.67878787878787,20.482290946674947,1.5945441875995567,0.9030303030303044,19.217039433336485,1.4960444908762804
Risk of Depression,inclusion,180,67.64444444444445,26.528917967313504,1.9773487981476179,-8.166666666666664,20.601901884687592,1.5355751026647495
