predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.5746904817353732,0.05805563334806266,9.898961540733081,4.206197730925902e-23,0.46090353127350786,0.6884774321972384,,
onoff,-0.0021652524415230047,0.00028078109752731133,-7.711532081722106,1.243161978015795e-14,-0.0027155732802161634,-0.001614931602829846,9.94529582412636e-14,True
valence,-0.0024639123800632447,0.0004969136704365859,-4.958431467378355,7.106459821748721e-07,-0.0034378452775445587,-0.0014899794825819306,2.8425839286994885e-06,True
selfother,-1.4593702321285487e-05,0.00025229548526541534,-0.057843691915187796,0.9538731353041278,-0.0005090837669035554,0.0004798963622609845,0.9538731353041278,False
time,-0.0004405543318805107,0.0003796902965839591,-1.1602991591940592,0.24592702673103928,-0.001184733638464402,0.0003036249747033807,0.32790270230805235,False
present,-0.0003542740811145034,0.0005520692093023295,-0.6417204132108959,0.5210547326449381,-0.0014363098483205741,0.0007277616860915672,0.5954911230227864,False
confidence,-0.0009406921123166332,0.0003925145771139882,-2.396578795195806,0.016548934910940158,-0.00171000654686702,-0.00017137767776624656,0.03305531183200118,True
time_on_task,0.0007201723414145387,0.0003112040115741423,2.3141486440735113,0.020659569895000736,0.00011022368688483374,0.0013301209959442437,0.03305531183200118,True
valence_sq,0.0016644190498342577,0.000659226483124111,2.5248061060084894,0.011576213936205998,0.00037235888525599843,0.002956479214412517,0.030869903829882663,True
subject Var,0.2659730325171181,0.06454566450807032,4.120695550107208,3.777303040942109e-05,0.13946585472309506,0.3924802103111412,,
