predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.29535537993686845,0.02724249121808228,10.841716991756815,2.1833433718256157e-27,0.24196107830027846,0.3487496815734584,,
onoff,-0.0002769209508316813,0.00012503293731984697,-2.2147840142576936,0.02677489297354699,-0.0005219810048598353,-3.18608968035272e-05,0.10709957189418796,False
valence,-0.0002935701005830851,0.00021641481098853138,-1.356515754361389,0.174935126205652,-0.0007177353358416498,0.00013059513467547954,0.3490641820707925,False
selfother,3.4233279789184004e-05,0.00011183331475911519,0.30610985521551626,0.759521004502807,-0.00018495598941041343,0.0002534225489887814,0.759521004502807,False
time,6.199539125375497e-05,0.00016467123642317587,0.3764797823855395,0.7065602431157547,-0.00026075430142535004,0.00038474508393286004,0.759521004502807,False
present,-0.00021135101780634408,0.00024163299897020564,-0.8746777911422792,0.3817492474786499,-0.0006849429932643511,0.0002622409576516629,0.5089989966381999,False
confidence,-0.00030336392409952077,0.00017133932783661387,-1.7705446141869028,0.07663645914268342,-0.0006391828357945851,3.245498759554355e-05,0.2043638910471558,False
time_on_task,0.0007688992029107522,0.0001352558069430139,5.684777757709918,1.3098287975776759e-08,0.0005038026926025424,0.001033995713218962,1.0478630380621407e-07,True
valence_sq,0.0003576594693129293,0.00029044430022763507,1.2314218906434538,0.2181651137942453,-0.00021160089864817404,0.0009269198372740327,0.3490641820707925,False
subject Var,0.6004477698061322,0.13908754363073975,4.317049206075901,1.5812891720832117e-05,0.32784119359173897,0.8730543460205256,,
