marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0006485512391105704,9.139035090910042e-05,-7.096495775091605,1.2795985687830653e-12,1.0236788550264523e-11,True
Omission Rate,Valence,-7.326274912341062e-05,0.000158625237488848,-0.4618606111058544,0.6441812821042987,0.8589083761390649,False
Omission Rate,Self/Other,9.090046353323853e-05,8.173318695427152e-05,1.1121610073041195,0.2660689298529978,0.7095171462746608,False
Omission Rate,Time (probe dim.),8.130415476257005e-05,0.00012058691041153376,0.674236983807768,0.5001606601663786,0.8589083761390649,False
Omission Rate,Present,0.0003891875908007875,0.0001763718275621438,2.2066312754153383,0.027339830115299304,0.10935932046119722,False
Omission Rate,Confidence,-8.71879077899665e-06,0.00012546245132359513,-0.0694932283485278,0.9445970226192884,0.9445970226192884,False
Omission Rate,Time on Task,5.641005099552925e-05,9.889932840033303e-05,0.5703785041612002,0.5684210058626866,0.8589083761390649,False
Omission Rate,Valence² (curvature),-6.418615340539547e-05,0.00021177207658036476,-0.3030907305715428,0.7618207180488129,0.8706522491986434,False
Commission Rate,On/Off Task,-0.0015095566752503843,0.0002653265445671097,-5.689429520567884,1.2746448477930003e-08,1.0197158782344003e-07,True
Commission Rate,Valence,-0.002409376320783953,0.00047259324349013153,-5.098203061454188,3.428928835032569e-07,1.3715715340130276e-06,True
Commission Rate,Self/Other,-8.771685290451211e-05,0.00023886168359155463,-0.36722864707972563,0.7134484725491523,0.7134484725491523,False
Commission Rate,Time (probe dim.),-0.0005185691224188023,0.0003619639223237303,-1.432654169204766,0.15195669305643092,0.1927662593942567,False
Commission Rate,Present,-0.0007199040436096276,0.0005230004443758098,-1.376488397574534,0.16867047696997461,0.1927662593942567,False
Commission Rate,Confidence,-0.0009181103849892531,0.0003734733444659865,-2.4583023088355067,0.01395956093477553,0.02791912186955106,True
Commission Rate,Time on Task,0.000665218261015921,0.0002967922910668895,2.241359634458961,0.025002788985213485,0.040004462376341574,True
Commission Rate,Valence² (curvature),0.0016906857042897573,0.000626357935718305,2.699232512079351,0.0069499600726198995,0.018533226860319732,True
Total Errors,On/Off Task,-0.0021652524415230047,0.00028078109752731133,-7.711532081722106,1.243161978015795e-14,9.94529582412636e-14,True
Total Errors,Valence,-0.0024639123800632447,0.0004969136704365859,-4.958431467378355,7.106459821748721e-07,2.8425839286994885e-06,True
Total Errors,Self/Other,-1.4593702321285487e-05,0.00025229548526541534,-0.057843691915187796,0.9538731353041278,0.9538731353041278,False
Total Errors,Time (probe dim.),-0.0004405543318805107,0.0003796902965839591,-1.1602991591940592,0.24592702673103928,0.32790270230805235,False
Total Errors,Present,-0.0003542740811145034,0.0005520692093023295,-0.6417204132108959,0.5210547326449381,0.5954911230227864,False
Total Errors,Confidence,-0.0009406921123166332,0.0003925145771139882,-2.396578795195806,0.016548934910940158,0.03305531183200118,True
Total Errors,Time on Task,0.0007201723414145387,0.0003112040115741423,2.3141486440735113,0.020659569895000736,0.03305531183200118,True
Total Errors,Valence² (curvature),0.0016644190498342577,0.000659226483124111,2.5248061060084894,0.011576213936205998,0.030869903829882663,True
RTCV (RT Variability),On/Off Task,-0.0002769209508316813,0.00012503293731984697,-2.2147840142576936,0.02677489297354699,0.10709957189418796,False
RTCV (RT Variability),Valence,-0.0002935701005830851,0.00021641481098853138,-1.356515754361389,0.174935126205652,0.3490641820707925,False
RTCV (RT Variability),Self/Other,3.4233279789184004e-05,0.00011183331475911519,0.30610985521551626,0.759521004502807,0.759521004502807,False
RTCV (RT Variability),Time (probe dim.),6.199539125375497e-05,0.00016467123642317587,0.3764797823855395,0.7065602431157547,0.759521004502807,False
RTCV (RT Variability),Present,-0.00021135101780634408,0.00024163299897020564,-0.8746777911422792,0.3817492474786499,0.5089989966381999,False
RTCV (RT Variability),Confidence,-0.00030336392409952077,0.00017133932783661387,-1.7705446141869028,0.07663645914268342,0.2043638910471558,False
RTCV (RT Variability),Time on Task,0.0007688992029107522,0.0001352558069430139,5.684777757709918,1.3098287975776759e-08,1.0478630380621407e-07,True
RTCV (RT Variability),Valence² (curvature),0.0003576594693129293,0.00029044430022763507,1.2314218906434538,0.2181651137942453,0.3490641820707925,False
