predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.06134443612975191,0.020001362517557818,3.067012863543764,0.0021620955256143027,0.02214248595360921,0.10054638630589462,,
onoff,-0.0006485512391105704,9.139035090910042e-05,-7.096495775091605,1.2795985687830653e-12,-0.0008276730354268845,-0.00046942944279425617,1.0236788550264523e-11,True
valence,-7.326274912341062e-05,0.000158625237488848,-0.4618606111058544,0.6441812821042987,-0.0003841625016406655,0.00023763700339384428,0.8589083761390649,False
selfother,9.090046353323853e-05,8.173318695427152e-05,1.1121610073041195,0.2660689298529978,-6.929363923881266e-05,0.0002510945663052897,0.7095171462746608,False
time,8.130415476257005e-05,0.00012058691041153376,0.674236983807768,0.5001606601663786,-0.00015504184665099418,0.0003176501561761343,0.8589083761390649,False
present,0.0003891875908007875,0.0001763718275621438,2.2066312754153383,0.027339830115299304,4.350516089147684e-05,0.0007348700207100982,0.10935932046119722,False
confidence,-8.71879077899665e-06,0.00012546245132359513,-0.0694932283485278,0.9445970226192884,-0.00025462067678535275,0.00023718309522735944,0.9445970226192884,False
time_on_task,5.641005099552925e-05,9.889932840033303e-05,0.5703785041612002,0.5684210058626866,-0.0001374290707643228,0.0002502491727553813,0.8589083761390649,False
valence_sq,-6.418615340539547e-05,0.00021177207658036476,-0.3030907305715428,0.7618207180488129,-0.00047925179643416865,0.0003508794896233777,0.8706522491986434,False
subject Var,0.6119554074168412,0.14167207770297013,4.319520242371738,1.56368766130442e-05,0.3342832375040597,0.8896275773296227,,
