subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
2,0.5577404462650022,0.5642734410091836,-0.022896666952447128,-0.0333333333333333,0.022,1,*
3,0.10177097688314758,0.1154700538379251,-0.015586803748214285,-0.0274378910252334,0.35,0,
4,0.45469734762117087,0.4447379578845191,0.011929222033901002,0.00982998128987965,0.004,1,**
5,0.33287609283075886,0.34962175776415716,0.018774062699054517,0.037136873446297194,0.094,0,
6,-0.1359217537938833,-0.13027979539442663,-0.0017101000802109815,0.0,0.744,0,
8,0.13482308616245267,0.1505750505633711,-0.004658935996964895,-0.0101857603000028,0.234,0,
12,0.1301852315734596,0.1281758030339419,-0.013033574299206608,-0.012770136163057149,0.304,0,
21,-0.007813275234876188,-0.0218525585578442,0.005526794445306219,0.0149829914261059,0.528,0,
22,0.02715651047747905,0.0331825506862503,0.007555682673469576,0.009202052444702449,0.474,0,
24,0.6568875975780735,0.6609818959954661,-0.012439424895981053,-0.0127888043534314,0.0,1,***
25,0.6244635478785306,0.6238995223662087,0.008654547098737213,0.0199462225655311,0.0,1,***
26,0.35878602738391896,0.36574920427369756,0.0003892661448114638,0.007195052025203,0.026,1,*
28,-0.023,0.0,-0.013800000000000002,0.0,0.632,0,
29,0.23305148830050432,0.2398924451310622,0.018668181839699316,0.030449272396139752,0.166,0,
30,0.22901666493091713,0.2483163247594392,-0.003054863757833896,0.0,0.238,0,
32,0.043248544464333766,0.0348513284573029,-0.0014739320885502347,0.00365612623150895,0.44,0,
34,0.053729326433362756,0.0620712011424954,-0.0006597611395104503,0.00801345623057065,0.398,0,
35,0.46095306371896816,0.4667300443953294,-0.008727539290206447,-0.01017174671982565,0.002,1,**
36,0.07445213386684672,0.0669753866654417,0.008022017312008568,0.0223014300354936,0.41,0,
38,-0.12272525449746753,-0.15,0.0006169431848904931,0.00917517095361365,0.704,0,
40,0.41076758143233244,0.4218342337262925,-0.004242297624718318,0.006252130084451701,0.02,1,*
42,0.0504145188432738,0.0178632794954081,0.00452820323027551,0.0,0.448,0,
43,-0.028328874516043944,-0.008669145508916301,0.0020131316792888375,0.00453389274980665,0.558,0,
