predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.8861271901825076,0.32467744767001155,-2.729253899652217,0.006347780937816782,-1.5224832942081183,-0.24977108615689692,True,True,0.019043342813450347,True
time_on_task,-0.005011956254007706,0.0009513955732825912,-5.268004597409467,1.3791465419992618e-07,-0.006876657312692423,-0.0031472551953229894,True,True,4.1374396259977855e-07,True
