predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.8107501272746277,0.2666782752047006,-3.040180632082988,0.0023643629913291326,-1.3334299421351017,-0.2880703124141536,True,True,0.00945745196531653,True
group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],0.696987535120947,0.1598095715402048,4.3613628921193826,1.2925478226083004e-05,0.38376653051736836,1.0102085397245257,True,True,5.1701912904332016e-05,True
