predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
inclusion_exclusion[T.inclusion],-0.09034625620037513,0.045171050148858805,-2.0000920036758902,0.04549033007558031,-0.17887988763599105,-0.001812624764759227,True,False,0.13647099022674092,False
group[T.Risk of Depression]:inclusion_exclusion[T.inclusion],0.27640274689832467,0.08518722262636423,3.244650293514581,0.0011759494291985679,0.10943885860765518,0.44336663518899416,True,True,0.0035278482875957034,True
