predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.9926397823677158,0.32027444155863427,-3.099341232278718,0.0019395149739334504,-1.6203661529913171,-0.3649134117441143,True,True,0.003879029947866901,True
time_on_task,-0.006007653699940976,0.000807602765584633,-7.4388721237129065,1.0154856368689062e-13,-0.0075905260343018,-0.004424781365580151,True,True,2.0309712737378124e-13,True
