marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0006408446813533214,8.984383657067151e-05,-7.132873058567913,9.829520444673408e-13,6.880664311271386e-12,True
Omission Rate,Valence,-8.960496787338775e-05,0.00013032189123244454,-0.6875665095556868,0.4917258042186389,0.6341785141898639,False
Omission Rate,Self/Other,8.88421324393038e-05,8.132939547348635e-05,1.0923741892101808,0.2746686631297559,0.6341785141898639,False
Omission Rate,Time (probe dim.),0.00010131384666622282,0.00012060956783516304,0.8400150044869437,0.40089997374381714,0.6341785141898639,False
Omission Rate,Time² (curvature),-0.0005611164432126541,0.00020219002206936022,-2.7751935405604047,0.005516886610015131,0.01930910313505296,True
Omission Rate,Confidence,2.660236534075851e-06,0.00012423123288089438,0.021413588776232544,0.9829157337756924,0.9829157337756924,False
Omission Rate,Time on Task,5.917976332591956e-05,9.743034227990798e-05,0.6074058854879294,0.5435815835913119,0.6341785141898639,False
Commission Rate,On/Off Task,-0.0015313700498485558,0.0002609261466720326,-5.8689789021925405,4.384872241790346e-09,3.0694105692532424e-08,True
Commission Rate,Valence,-0.0017308310981410712,0.00038223425327460047,-4.528194643240481,5.94897710820449e-06,2.082141987871572e-05,True
Commission Rate,Self/Other,-0.00013594733742403872,0.00023765189686082673,-0.5720439820585651,0.5672921783043927,0.5672921783043927,False
Commission Rate,Time (probe dim.),-0.0005903455746738744,0.0003628628641298452,-1.626910971144812,0.10375600752993175,0.12104867545158704,False
Commission Rate,Time² (curvature),0.0016398045493533013,0.0005911184635955262,2.774070935593953,0.0055359605708412436,0.012917241331962903,True
Commission Rate,Confidence,-0.0008157399805903231,0.0003696610061482878,-2.2067244503010763,0.02733331598784686,0.047833302978732006,True
Commission Rate,Time on Task,0.0005426927706240986,0.0002932853097317109,1.8503919310535486,0.06425708114276053,0.08995991359986474,False
Total Errors,On/Off Task,-0.0021787712930721437,0.0002761944118533329,-7.888542271554478,3.0573666978219397e-15,2.140156688475358e-14,True
Total Errors,Valence,-0.0017940857811320826,0.0004042800058034834,-4.43773067027255,9.091227352949612e-06,3.181929573532365e-05,True
Total Errors,Self/Other,-6.64488708249226e-05,0.0002511163662139891,-0.26461385941009563,0.7913069423552457,0.7913069423552457,False
Total Errors,Time (probe dim.),-0.0004944830050613498,0.0003805632369423773,-1.299345173312738,0.19382549816440664,0.22612974785847442,False
Total Errors,Time² (curvature),0.001151051127356729,0.0006273221756731219,1.834864399814404,0.06652578365861953,0.09313609712206733,False
Total Errors,Confidence,-0.0008299921151949711,0.0003887305681292174,-2.1351346748709368,0.03275001099473672,0.07641669232105235,False
Total Errors,Time on Task,0.0005966525329236626,0.00030744809965482025,1.9406609882888834,0.05229941123899628,0.09152396966824349,False
RTCV (RT Variability),On/Off Task,-0.0002888145165295269,0.00012294571133085173,-2.349122335404736,0.018817723022796138,0.06586203057978648,False
RTCV (RT Variability),Valence,-0.00014866357119138447,0.0001777463596627381,-0.8363803988642227,0.40294093602022174,0.5641173104283104,False
RTCV (RT Variability),Self/Other,2.3350603028389462e-05,0.00011135726431893821,0.20969088250507867,0.8339089420453536,0.8339089420453536,False
RTCV (RT Variability),Time (probe dim.),5.776992788203175e-05,0.00016479303906457497,0.35056048611006146,0.7259181049212364,0.8339089420453536,False
RTCV (RT Variability),Time² (curvature),0.0003643946604388061,0.00027951585072145296,1.3036636723759103,0.1923482807273853,0.3366094912729243,False
RTCV (RT Variability),Confidence,-0.00028069708715333587,0.0001697899715828861,-1.6532018030070075,0.09828979966944543,0.22934286589537267,False
RTCV (RT Variability),Time on Task,0.0007424149748562855,0.00013326931563407922,5.570787028686725,2.535911617863369e-08,1.7751381325043585e-07,True
