predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.0781680208219695,0.01748881724545752,4.469600186500466,7.836594572499936e-06,0.04389056888866977,0.11244547275526923,,
onoff,-0.0006408446813533214,8.984383657067151e-05,-7.132873058567913,9.829520444673408e-13,-0.0008169353652647402,-0.00046475399744190266,6.880664311271386e-12,True
valence,-8.960496787338775e-05,0.00013032189123244454,-0.6875665095556868,0.4917258042186389,-0.00034503118108612525,0.00016582124533934977,0.6341785141898639,False
selfother,8.88421324393038e-05,8.132939547348635e-05,1.0923741892101808,0.2746686631297559,-7.056055357314433e-05,0.0002482448184517519,0.6341785141898639,False
time,0.00010131384666622282,0.00012060956783516304,0.8400150044869437,0.40089997374381714,-0.00013507656248163728,0.0003377042558140829,0.6341785141898639,False
time_sq,-0.0005611164432126541,0.00020219002206936022,-2.7751935405604047,0.005516886610015131,-0.0009574016045019589,-0.0001648312819233494,0.01930910313505296,True
confidence,2.660236534075851e-06,0.00012423123288089438,0.021413588776232544,0.9829157337756924,-0.00024082850566748527,0.000246148978735637,0.9829157337756924,False
time_on_task,5.917976332591956e-05,9.743034227990798e-05,0.6074058854879294,0.5435815835913119,-0.00013178019854411018,0.0002501397251959493,0.6341785141898639,False
subject Var,0.624670857238034,0.14479332068996512,4.314224262979602,1.6016429793170675e-05,0.3408811634837441,0.9084605509923238,,
