subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
03,68.0,0.7999999999999999,0.9011111111111111,0.5483163247594393,0.7666666666666666,0.8666666666666666,0.6666666666666666,0.7133333333333333,26.0,14.0,12.0
05,68.0,0.49000000000000005,0.7005714285714285,0.03861895276001061,0.5183333333333333,0.6009523809523809,0.52,0.5422222222222223,43.0,25.0,18.0
06,68.0,0.7986666666666666,0.8548571428571428,0.404043521605136,0.6966666666666667,0.700952380952381,0.7133333333333333,0.6958041958041958,52.0,27.0,25.0
10,68.0,0.654,0.7144047619047619,0.24164965809277258,0.6199999999999999,0.5700000000000001,0.62,0.5866666666666667,47.0,21.0,26.0
12,68.0,0.4,0.5385714285714286,-0.1866128892321978,0.4083333333333333,0.3966666666666666,0.36666666666666664,0.36984126984126975,39.0,19.0,20.0
14,68.0,0.8111111111111111,0.8866666666666665,0.48284271247461896,0.7333333333333332,0.75,0.7833333333333333,0.7528571428571429,33.0,17.0,16.0
15,68.0,0.75,0.7166666666666667,0.55,0.775,0.6,0.6,0.6,26.0,6.0,20.0
17,68.0,0.75,0.75,0.35,0.675,0.4,0.4,0.4,21.0,5.0,16.0
19,68.0,0.6666666666666667,0.6333333333333333,0.06666666666666668,0.5333333333333333,0.2,0.2,0.2,20.0,5.0,15.0
21,68.0,0.595,0.6677777777777777,0.4196191729305074,0.6833333333333333,0.7533333333333333,0.6666666666666667,0.6647619047619048,40.0,19.0,21.0
22,68.0,0.6599999999999999,0.7296825396825397,0.14995097396740667,0.5733333333333333,0.5333333333333333,0.5166666666666666,0.5204761904761904,38.0,17.0,21.0
23,68.0,0.4166666666666667,0.5349999999999999,-0.055158551686037435,0.4666666666666666,0.27999999999999997,0.3,0.24761904761904763,27.0,9.0,18.0
24,68.0,0.9375,0.9541666666666666,0.7097536609578511,0.85,0.8699999999999999,0.85,0.8547619047619047,42.0,21.0,21.0
25,68.0,0.7866666666666667,0.8607638287638286,0.4759023525253654,0.7366666666666667,0.7633333333333334,0.6866666666666668,0.7212121212121212,56.0,29.0,27.0
27,68.0,0.8366666666666667,0.8425555555555556,0.44515668461264174,0.72,0.7,0.7133333333333334,0.6919191919191919,56.0,27.0,29.0
28,68.0,0.765,0.8093650793650793,0.5537577816535098,0.76,0.7576190476190476,0.8,0.7589466089466089,42.0,20.0,22.0
29,68.0,0.572,0.684023088023088,0.026198688813152914,0.5133333333333333,0.5057142857142857,0.5,0.4979797979797979,53.0,26.0,27.0
30,68.0,0.8150000000000001,0.8726666666666667,0.4145743121887939,0.7,0.7742857142857142,0.66,0.6966666666666665,49.0,26.0,23.0
31,68.0,0.61,0.7192539682539681,0.19765829944713903,0.595,0.6195238095238095,0.68,0.6418181818181818,47.0,25.0,22.0
32,68.0,0.8533333333333335,0.8665079365079364,0.5357748192968932,0.7466666666666667,0.835,0.6866666666666668,0.7144522144522145,54.0,28.0,26.0
34,68.0,0.8386666666666667,0.8837777777777778,0.5353397365735606,0.7416666666666668,0.7897619047619047,0.7733333333333332,0.7436563436563437,51.0,27.0,24.0
35,68.0,0.776,0.8286507936507936,0.3685925523255163,0.6799999999999999,0.6733333333333333,0.68,0.6672727272727274,50.0,25.0,25.0
37,68.0,0.9141666666666666,0.9428333333333334,0.6617877110309459,0.8183333333333334,0.8866666666666667,0.82,0.8307070707070707,39.0,23.0,16.0
38,68.0,0.7375,0.7896428571428571,0.3944195707186121,0.6916666666666667,0.6766666666666665,0.7,0.6849206349206349,39.0,20.0,19.0
39,68.0,0.95,0.9550000000000001,0.8098386676965934,0.9,0.9099999999999999,0.9,0.8992063492063492,39.0,20.0,19.0
40,68.0,0.6816666666666666,0.7585714285714287,0.29334572500062733,0.6416666666666667,0.6333333333333333,0.5333333333333333,0.5666666666666667,43.0,19.0,24.0
41,68.0,0.7833333333333334,0.8619047619047618,0.428164405976622,0.69,0.7961904761904762,0.68,0.700952380952381,43.0,25.0,18.0
42,68.0,0.7093333333333334,0.7570476190476191,0.1797065053026745,0.5766666666666667,0.6357142857142857,0.52,0.5278388278388279,53.0,25.0,28.0
43,68.0,0.666,0.6963174603174604,0.2981676459905966,0.6449999999999999,0.6533333333333333,0.6100000000000001,0.6180519480519481,48.0,24.0,24.0
