cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,1,AF7,-2.4645092144159557,0.13777244551089782
1,negative,1,AFz,-2.7028780069908467,0.10497900419916016
2,negative,1,P8,-2.9651167079850085,0.08998200359928014
3,negative,1,T8,-2.778061296667197,0.10017996400719856
